ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;WDPAID
1078;0000.00.1078;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA RIO DAS FURNAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2002;2002;Portaria 61 de 18/04/2002;Sem informação.;ALFREDO WAGNER (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;10,00260157;10,00260157;10;;0;0;0;10,00260157;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600158
1085;0000.00.1085;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRIMA LUNA;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2001;2001;Portaria 100 de 03/09/2001;Sem informação.;NOVA TRENTO (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;100;100;100;;0;0;0;100;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600042
1091;0000.00.1091;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHÁCARA EDITH;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2001;2001;Portaria 158 de 24/10/2001;Sem informação.;BRUSQUE (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;415,5902435;415,5902435;415,79;;0;0;0;415,5902435;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600175
1093;0000.00.1093;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BARRA DO RIO DO MEIO;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;1999;1999;Portaria 23 de 23/02/1999;Sem informação.;SANTA ROSA DE LIMA (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;10;10;10;;0;0;0;10;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682492
1101;0000.00.1101;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PASSARIM;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2004;2004;Portaria 21/2004-N de 05/03/2004;Sem informação.;PAULO LOPES (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;228;228;226,47;;0;0;0;228;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555600146
1123;0000.00.1123;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOSQUE DE CANELA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1998;1998;Portaria 118/98-N de 21/08/1998;Sem informação.;CANELA (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;6;6;6;;0;0;0;6;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600187
1137;0000.00.1137;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA ESTRELA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RN;2000;2000;Portaria 20 de 30/03/2000;Sem informação.;BAÍA FORMOSA (RN);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2.039;2.039;2039,93;;0;0;0;2.039;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555600093
1284;0000.00.1284;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO BUGIO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2004;2004;Portaria 22/94-N de 05/03/2004;Sem informação.;RIO NOVO (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;36,70552084;36,70552084;35,22;;0;0;0;36,70552084;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600092
1308;0000.00.1308;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PIRILAMPO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2000;2000;Portaria 40/2000 de 18/07/2000;Sem informação.;IJACI (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2;2;2;;0;0;0;2;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682715
1403;0000.00.1403;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO CAPITÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2004;2004;Portaria 24/04-N de 08/03/2004;Sem informação.;ITACARÉ (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;385;385;385,49;;0;0;0;385;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555600249
1433;0000.00.1433;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MÃE DA MATA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2004;2004;Portaria 32 de 09/03/2004;Sem informação.;ILHÉUS (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;13;13;13;;0;0;0;13;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555599984
2069;0000.00.2069;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALIMERCINO GOMES CARVALHO;Federal;Reserva Particular do Patrimônio Natural;Category IV;ES;2009;2009;Portaria 57/2009 de 22/07/2009;Sem informação.;GUAÇUÍ (ES);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;6,009073196;6,009073196;6,01;;0;0;0;6,009073196;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600186
2070;0000.00.2070;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOA UNIÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2007;2007;Portaria 29/2007 de 11/04/2007;Sem informação.;ILHÉUS (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;113;113;112,81;;0;0;0;113;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555600290
2071;0000.00.2071;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOM SOSSEGO II;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2008;2008;Portaria 26 de 06/05/2008;Sem informação.;PORTO SEGURO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;54;54;53,66;;0;0;0;54;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555599961
2081;0000.00.2081;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAPÃO REDONDO;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2005;2005;Portaria 84 de 30/11/2005;Sem informação.;BALNEÁRIO ARROIO DO SILVA (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;14;14;14,04;;0;0;0;14;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555600098
2083;0000.00.2083;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAVA II;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;2005;2005;Portaria 40 de 20/06/2005;Sem informação.;BARRETOS (SP);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;41;41;40,95;;0;0;0;41;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600153
2086;0000.00.2086;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÓRREGO FLORESTA;Federal;Reserva Particular do Patrimônio Natural;Category IV;ES;2008;2008;Portaria 91/2008 de 21/11/2008;Sem informação.;AFONSO CLÁUDIO (ES);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;23,88005657;23,88005657;23,86;;0;0;0;23,88005657;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600178
2087;0000.00.2087;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURIÓ;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2011;2011;Portaria 31 de 10/05/2011;Sem informação.;SÃO SEBASTIÃO DO PASSÉ (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;13;13;13,39;;0;0;0;13;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555599963
2088;0000.00.2088;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 1;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2009;2009;Portaria 14 de 18/03/2009;Sem informação.;BOM RETIRO (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;32,09741848;32,09741848;32,08;;0;0;0;32,09741848;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600031
2090;0000.00.2090;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 3;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2009;2009;Portaria 15 de 18/03/2009;Sem informação.;BOM RETIRO (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;78;78;78,6;;0;0;0;78;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600083
2091;0000.00.2091;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 4;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2008;2008;Portaria 25 de 06/05/2008;Sem informação.;BOM RETIRO (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;59;59;59,46;;0;0;0;59;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600013
2093;0000.00.2093;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA UNISC;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;2009;2009;Portaria 16/2009 de 18/03/2009;Sem informação.;SINIMBU (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;267;267;221,39;;0;0;0;267;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555599966
2094;0000.00.2094;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DAS ARAUCÁRIAS GIGANTES;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2011;2011;Portaria 17 de 24/02/2011;Sem informação.;ITAIÓPOLIS (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;56;56;55,73;;0;0;0;56;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600171
2107;0000.00.2107;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DO TANGUÁ;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2008;2008;Portaria 72 de 09/09/2008;Sem informação.;ANGRA DOS REIS (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;118;118;117,93;;0;0;0;118;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682610
2112;0000.00.2112;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA TEREZINHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2009;2009;Portaria 19 de 26/03/2009;Sem informação.;ÁGUA DOCE (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;60;60;60;;0;0;0;60;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600138
2115;0000.00.2115;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLOR DO NORTE I;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;2010;Portaria 03/2010 de 15/01/2010;Sem informação.;PRADO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;304;304;304,18;;0;0;0;304;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555600273
2116;0000.00.2116;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLOR DO NORTE II;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;2010;Portaria 04/2010 de 15/01/2010;Sem informação.;PRADO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;171;171;170,6;;0;0;0;171;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555600248
2117;0000.00.2117;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRUTINHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2009;2009;Portaria 05/2009 de 12/02/2009;Sem informação.;NOVA TRENTO (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;6;6;5,99;;0;0;0;6;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555599989
2118;0000.00.2118;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUARIRÚ;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2009;2009;Portaria 74/2009 de 03/09/2009;Sem informação.;VARZEDO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;41;41;41,01;;0;0;0;41;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682463
2124;0000.00.2124;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JACUBA VELHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2008;2008;Portaria 71/2008 de 09/09/2008;Sem informação.;PORTO SEGURO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;84;84;84;;0;0;0;84;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555600221
2126;0000.00.2126;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JATOBÁ;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2008;2008;Portaria 101 de 12/12/2008;Sem informação.;PIRAÍ DO NORTE (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;16;16;15,64;;0;0;0;16;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600190
2130;0000.00.2130;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LEMKE;Federal;Reserva Particular do Patrimônio Natural;Category IV;ES;2010;2010;Portaria 75 de 27/08/2010;Sem informação.;NOVA VENÉCIA (ES);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2;2;2;;0;0;0;2;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600193
2133;0000.00.2133;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIE CAMILLE;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2009;2009;Portaria 13 de 18/03/2009;Sem informação.;BOM JARDIM (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;4;4;4;;0;0;0;4;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555599992
2134;0000.00.2134;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA 01 (BOM JARDIM) E MATA 02,03 E 04 (TAPERA);Federal;Reserva Particular do Patrimônio Natural;Category IV;SE;2006;2006;Portaria 102 de 19/12/2006;Sem informação.;SANTA LUZIA DO ITANHY (SE);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;297;297;297,05;;0;0;0;297;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682804
2135;0000.00.2135;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA 01 E 02 (MARINHEIRO) E MATA 03 (PEDRA DA URÇA);Federal;Reserva Particular do Patrimônio Natural;Category IV;SE;2007;2007;Portaria 04/2007 de 10/01/2007;Sem informação.;SANTA LUZIA DO ITANHY (SE);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;174;174;174,26;;0;0;0;174;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682748
2136;0000.00.2136;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DA SERRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;ES;2008;2009;Portaria 105/2008 de 30/12/2008;Sem informação.;VARGEM ALTA (ES);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;15;15;14,54;;0;0;0;15;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600110
2137;0000.00.2137;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO PROFESSOR BAPTISTA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;2009;2009;Portaria 52/2009 de 29/06/2009;Sem informação.;DOM PEDRO DE ALCÂNTARA (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;9;9;9;;0;0;0;9;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555599960
2138;0000.00.2138;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DOS JACUS - RESGATE VI;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2010;2010;Portaria 32/2010 de 24/03/2010;Sem informação.;ALTO JEQUITIBÁ (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;21;21;20,09;;0;0;0;21;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600026
2142;0000.00.2142;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOSSA SENHORA APARECIDA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2008;2008;Portaria 15 de 18/03/2008;Sem informação.;BOM JARDIM (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;9;9;8,7;;0;0;0;9;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555636556
2143;0000.00.2143;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOSSA SENHORA APARECIDA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2008;2008;Portaria 70 de 09/09/2008;Sem informação.;DUAS BARRAS (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;59;59;59,06;;0;0;0;59;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555636514
2144;0000.00.2144;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOSSA SENHORA APARECIDA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2008;2008;Portaria 7 de 01/02/2008;Sem informação.;SAPUCAIA (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;7;7;7;;0;0;0;7;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555636568
2145;0000.00.2145;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO-DE-FOGO-RENDADO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2011;2011;Portaria 28 de 10/05/2011;Sem informação.;SÃO SEBASTIÃO DO PASSÉ (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;104;104;103,73;;0;0;0;104;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555599976
2151;0000.00.2151;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA DA ÁGUIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2009;2009;Portaria 23 de 24/04/2009;Sem informação.;URUBICI (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;91,38048625;91,38048625;100;;0;0;0;91,38048625;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600170
2152;0000.00.2152;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PERNA DO PIRATA;Federal;Reserva Particular do Patrimônio Natural;Category IV;PR;2010;2010;Portaria 53 de 12/07/2010;Sem informação.;MORRETES (PR);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;19;19;18,55;;0;0;0;19;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555600285
2154;0000.00.2154;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTAL DAS NASCENTES;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2010;2010;Portaria 9 de 27/01/2010;Sem informação.;URUBICI (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;16;16;16;;0;0;0;16;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600015
2155;0000.00.2155;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTO FRANCO;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2010;2010;Portaria 73 de 27/08/2010;Sem informação.;BOTUVERÁ (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;45;45;45;;0;0;0;45;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600039
2156;0000.00.2156;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRATI;Federal;Reserva Particular do Patrimônio Natural;Category IV;ES;2010;2010;Portaria 49/2010 de 30/06/2010;Sem informação.;NOVA VENÉCIA (ES);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;3;3;3;;0;0;0;3;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600105
2160;0000.00.2160;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REFÚGIO DO MACUCO;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2010;2010;Portaria 60 de 27/07/2010;Sem informação.;ITAIÓPOLIS (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;32;32;31,86;;0;0;0;32;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600174
2163;0000.00.2163;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA CÓRREGO VERMELHO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2007;2007;Portaria 23 de 10/12/2007;Sem informação.;TRAJANO DE MORAES (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;21;21;20,95;;0;0;0;21;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600028
2165;0000.00.2165;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO SOSSEGO II;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2007;2007;Portaria 36 de 19/04/2007;Sem informação.;NOVA FRIBURGO (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1;1;1,04;;0;0;0;1;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600280
2180;0000.00.2180;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA LEÃO DA MONTANHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2008;2008;Portaria 34 de 21/05/2008;Sem informação.;URUBICI (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;154;154;126,5;;0;0;0;154;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555599986
2182;0000.00.2182;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MARIA VICENTINI LOPES;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2008;2008;Portaria 69 de 09/09/2008;Sem informação.;BELMONTE (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;392;392;392;;0;0;0;392;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555600008
2187;0000.00.2187;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SÃO JOSÉ;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2008;2008;Portaria 04/2008 de 01/02/2008;Sem informação.;ILHÉUS (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;77;77;77,39;;0;0;0;77;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555600272
2188;0000.00.2188;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SERRA DO CARAMANDU;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2008;2008;Portaria 21 de 05/05/2008;Sem informação.;SUMIDOURO (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;35;35;35,14;;0;0;0;35;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600047
2193;0000.00.2193;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RETIRO TUN;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2009;2009;Portaria 44 de 04/06/2009;Sem informação.;RANCHO QUEIMADO (SC);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;5;5;4,95;;0;0;0;5;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600139
2201;0000.00.2201;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL  RIO DOS PILÕES;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;1999;1999;Portaria 84/99-N de 05/10/1999;Sem informação.;SANTA ISABEL (SP);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;385;385;560,02;;0;0;0;385;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682711
