ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;WDPAID
3484;0270.33.3484;;MONUMENTO NATURAL MUNICIPAL DA PEDRA DE ITAOCAIA;Municipal;Monumento Natural;Category III;RJ;2010;2010;Lei ordinária 2326 de 16/04/2010;Sem informação.;MARICÁ (RJ);Sim;Não;SUBSECRETARIA DE MEIO AMBIENTE DE MARICÁ - RJ;1;120;120;109,39;;0;0;0;120;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555636564
1872;0350.33.1872;;ÁREA DE PROTEÇÃO AMBIENTAL GUANDÚ-AÇU;Municipal;Área de Proteção Ambiental;Category V;RJ;2004;2004;Lei complementar 3591 de 07/07/2004;Sem informação.;NOVA IGUAÇU (RJ);Não;Sim;SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE DE NOVA IGUAÇU - RJ;1;936;936;870,12;;0;0;0;936;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682170
1873;0350.33.1873;;ÀREA DE PROTEÇÃO AMBIENTAL RETIRO;Municipal;Área de Proteção Ambiental;Category V;RJ;2004;2004;Lei complementar 3593 de 07/07/2004;Sem informação.;NOVA IGUAÇU (RJ);Não;Não;SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE DE NOVA IGUAÇU - RJ;1;1.030;1.030;1.027;;0;0;0;1.030;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682284
1876;0350.33.1876;;ÀREA DE PROTEÇÃO AMBIENTAL TINGUAZINHO;Municipal;Área de Proteção Ambiental;Category V;RJ;2004;2004;Lei complementar 3586 de 07/07/2004;Sem informação.;NOVA IGUAÇU (RJ);Não;Não;SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE DE NOVA IGUAÇU - RJ;1;1.101;1.101;1102,77;;0;0;0;1.101;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682104
2043;0390.33.2043;;MONUMENTO NATURAL DA PEDRA DO ELEFANTE;Municipal;Monumento Natural;Category III;RJ;2009;2009;Decreto 071 de 24/07/2009;Sem informação.;PETRÓPOLIS (RJ);Não;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DE PETRÓPOLIS - RJ;0;530;530;530;;0;0;0;530;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555682935
2908;0420.32.2908;;PARQUE NATURAL MUNICIPAL DOS PURIS;Municipal;Parque;Category II;ES;2006;2013;Decreto 014/2006 de 16/03/2006;Sem informação.;PIÚMA (ES);Não;Não;PREFEITURA MUNICIPAL DE PIÚMA - ES;1;36;36;36,63;;0;0;0;36;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555576478
1622;0430.33.1622;;PARQUE NATURAL MUNICIPAL CAIXA D ÁGUA;Municipal;Parque;Category II;RJ;2008;2008;Decreto 280 de 26/05/2008;Sem informação.;RIO BONITO (RJ);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE RIO BONITO - RJ;1;1;1;0;;0;0;0;1;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;478434
1624;0430.33.1624;;PARQUE NATURAL MUNICIPAL VERDE VALE;Municipal;Parque;Category II;RJ;2008;2008;Decreto 279 de 26/05/2008;Sem informação.;RIO BONITO (RJ);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE RIO BONITO - RJ;1;13;13;12;;0;0;0;13;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;478435
1883;0430.33.1883;;PARQUE NATURAL MUNICIPAL TRÊS COQUEIROS;Municipal;Parque;Category II;RJ;2009;2009;Decreto 424 de 12/11/2009;Sem informação.;RIO BONITO (RJ);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE RIO BONITO - RJ;1;25,44303388;25,44303388;26,08;;0;0;0;25,44303388;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555576275
2551;0452.33.2551;;ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DO IRIRY;Municipal;Área de Proteção Ambiental;Category V;RJ;2003;2003;Lei ordinária 740 de 08/01/2003;Sem informação.;RIO DAS OSTRAS (RJ);Sim;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE, AGRICULTURA E PESCA DE RIO DAS OSTRAS - RJ;1;98;98;84,98;;0;0;0;98;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555715679
1783;0455.33.1783;;APA DA FAZENDA DA TAQUARA;Municipal;Área de Proteção Ambiental;Category V;RJ;2002;2002;Decreto 21528 de 07/06/2002;Sem informação.;RIO DE JANEIRO (RJ);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E CLIMA DO RIO DE JANEIRO - RJ;1;8,695434327;8,695434327;8;;0;0;0;8,695434327;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;478471
4351;0455.33.4351;;REFÚGIO DE VIDA SILVESTRE DA FLORESTA DO CAMBOATÁ;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2021;2021;Lei ordinária 7183 de 09/12/2021;Sem informação.;RIO DE JANEIRO (RJ);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E CLIMA DO RIO DE JANEIRO - RJ;1;172;172;171,58;;0;0;0;172;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555759036
2921;0470.33.2921;;PARQUE NATURAL MUNICIPAL DA MATA ATLÂNTICA;Municipal;Parque;Category II;RJ;2010;2010;Lei complementar 3.355 de 25/03/2010;Sem informação.;SANTO ANTÔNIO DE PÁDUA (RJ);Não;Não;SECRETARIA DE MEIO AMBIENTE DE SANTO ANTÔNIO DE PÁDUA - RJ;1;53;53;52,38;;0;0;0;53;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555759006
2947;0470.33.2947;;MONUMENTO NATURAL MUNICIPAL DA SERRA DE FRECHEIRAS;Municipal;Monumento Natural;Category III;RJ;2013;2013;Decreto 119 de 04/10/2013;Sem informação.;SANTO ANTÔNIO DE PÁDUA (RJ);Não;Sim;SECRETARIA DE MEIO AMBIENTE DE SANTO ANTÔNIO DE PÁDUA - RJ;1;457;457;458,11;;0;0;0;457;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555758978
2912;0480.33.2912;;ÁREA DE PROTEÇÃO AMBIENTAL RIO DO COLÉGIO;Municipal;Área de Proteção Ambiental;Category V;RJ;2013;2013;Decreto 2.988 de 29/05/2013;Sem informação.;SÃO FIDÉLIS (RJ);Não;Não;SECRETARIA DE DESENVOLVIMENTO AMBIENTAL DE SÃO FIDÉLIS - RJ;1;5.376;5.376;5.384;;0;0;0;5.376;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555576194
2728;0500.32.2728;;ÁREA DE PROTEÇÃO AMBIENTAL MUNICÍPAL MANGUEZAL SUL DA SERRA;Municipal;Área de Proteção Ambiental;Category V;ES;2012;2012;Lei ordinária 3895 de 13/06/2012;Sem informação.;SERRA (ES);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DO MUNICÍPIO DE SERRA - ES;1;1.062;1.062;1061,13;;0;0;0;1.062;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555576233
2648;0530.32.2648;;PARQUE NATURAL MUNICIPAL PEDRA DOS OLHOS;Municipal;Parque;Category II;ES;2003;2003;Decreto 11824 de 22/12/2003;Sem informação.;VITÓRIA (ES);Não;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DA PREFEITURA MUNICIPAL DE VITÓRIA - ES;1;28;28;28;;0;0;0;28;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555576399
2650;0530.32.2650;;PARQUE NATURAL MUNICIPAL VON SCHILGEN;Municipal;Parque;Category II;ES;2004;2004;Decreto 12137 de 10/12/2004;Sem informação.;VITÓRIA (ES);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DA PREFEITURA MUNICIPAL DE VITÓRIA - ES;1;7;7;7,12;;0;0;0;7;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555576448
2652;0530.32.2652;;ÁREA DE PROTEÇÃO AMBIENTAL DO MACIÇO CENTRAL;Municipal;Área de Proteção Ambiental;Category V;ES;1992;1992;Decreto 8911 de 18/09/1992;Sem informação.;VITÓRIA (ES);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DA PREFEITURA MUNICIPAL DE VITÓRIA - ES;1;639;639;1100;;0;0;0;639;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555576238
3813;0530.32.3813;;REFUGIO DA VIDA SILVESTRE MUNICIPAL ANDRE RUSCHI;Municipal;Refúgio de Vida Silvestre;Category III;ES;2017;2017;Decreto 16990 de 27/03/2017;Sem informação.;VITÓRIA (ES);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DA PREFEITURA MUNICIPAL DE VITÓRIA - ES;1;93;93;92,64;;0;0;0;93;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555682139
3814;0530.32.3814;;REFUGIO DA VIDA SILVESTRE MUNICIPAL DA MATA PALUDOSA;Municipal;Refúgio de Vida Silvestre;Category III;ES;2018;2018;Decreto 17341 de 23/03/2018;Sem informação.;VITÓRIA (ES);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DA PREFEITURA MUNICIPAL DE VITÓRIA - ES;1;29;29;28,68;;0;0;0;29;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555682166
3029;0540.42.3029;;PARQUE NATURAL MUNICIPAL DO MORRO DA CRUZ;Municipal;Parque;Category II;SC;2013;2013;Lei ordinária 9321 de 28/08/2013;Sem informação.;FLORIANÓPOLIS (SC);Sim;Sim;PREFEITURA MUNICIPAL DE FLORIANÓPOLIS - SC;1;130;130;130,45;;0;0;0;130;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555600099
4318;0540.42.4318;;REFUGIO DE VIDA SILVESTRE MUNICIPAL DO MORRO DO LAMPIÃO;Municipal;Refúgio de Vida Silvestre;Category III;SC;2021;2021;Decreto 23.323 de 09/11/2021;Sem informação.;FLORIANÓPOLIS (SC);Não;Não;PREFEITURA MUNICIPAL DE FLORIANÓPOLIS - SC;1;111;111;111,47;;0;0;0;111;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555759045
1510;0570.50.1510;;PARQUE NATURAL MUNICIPAL DO CÓRREGO CUMANDAÍ;Municipal;Parque;Category II;MS;2001;2001;Decreto 044/2001 de 22/08/2001;Sem informação.;NAVIRAÍ (MS);Sim;Sim;PREFEITURA MUNICIPAL DE NAVIRAÍ - MS;1;9;9;8;;0;0;0;9;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;478451
1568;0630.33.1568;;PARQUE NATURAL MUNICIPAL FAZENDA SANTA CECÍLIA DO INGÁ;Municipal;Parque;Category II;RJ;2010;2010;Decreto 11.825 de 11/08/2010;Sem informação.;VOLTA REDONDA (RJ);Não;Sim;PREFEITURA MUNICIPAL DE VOLTA REDONDA - RJ;1;211;211;211;;0;0;0;211;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555576179
2604;0690.41.2604;;PARQUE NATURAL MUNICIPAL VISTA ALEGRE;Municipal;Parque;Category II;PR;2012;2012;Decreto 427 de 15/03/2012;Sem informação.;CURITIBA (PR);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CURITIBA - PR;1;10;10;10;;0;0;0;10;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555576195
3853;0750.25.3853;;PARQUE NATURAL MUNICIPAL DO CUIÁ - PARQUE CUIÁ;Municipal;Parque;Category II;PB;2012;2012;Decreto Decreto n° 7.517 de 17/04/2012;Sem informação.;JOÃO PESSOA (PB);Não;Não;SECRETARIA DE MEIO AMBIENTE DE JOÃO PESSOA - PB;1;43;43;46,08;;0;0;0;43;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555682293
3546;0797.50.3546;;ESTAÇÃO ECOLÓGICA VEREDAS DE TAQUARUSSU;Municipal;Estação Ecológica;Category Ia;MS;2017;2017;Decreto 038/2017 de 24/03/2017;Sem informação.;TAQUARUSSU (MS);Não;Não;SECRETARIA DE MEIO AMBIENTE E TURISMO DE TAQUARUSSU - MS;1;3.037;3.037;3065,69;;0;0;0;3.037;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555636555
1865;0820.42.1865;;ÁREA DE PROTEÇÃO AMBIENTAL DO BRILHANTE;Municipal;Área de Proteção Ambiental;Category V;SC;1993;1993;Lei ordinária 2832 de 22/09/1993;Sem informação.;ITAJAÍ (SC);Não;Não;FUNDAÇÃO DO MEIO AMBIENTE DE ITAJAÍ - SC;1;2.015;2.015;2014,7;;0;0;0;2.015;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555576333
2049;0845.42.2049;;PARQUE NATURAL MUNICIPAL CARIJÓS;Municipal;Parque;Category II;SC;2011;2011;Lei ordinária 330 de 23/03/2011;Sem informação.;ITAPOÁ (SC);Sim;Não;SECRETARIA DE MEIO AMBIENTE DE ITAPOÁ - SC;1;52;52;40;;0;0;0;52;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555682455
3401;0890.42.3401;;PARQUE NATURAL MUNICIPAL MORRO DOS STINGHEN;Municipal;Parque;Category II;SC;2015;2016;Lei ordinária  7180/2015 de 18/12/2015;Sem informação.;JARAGUÁ DO SUL (SC);Não;Não;FUNDAÇÃO JARAGUAENSE DE MEIO AMBIENTE - SC;1;41;41;41,13;;0;0;0;41;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555636590
2925;0910.42.2925;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO MORRO DO IRIRIÚ;Municipal;Área de Relevante Interesse Ecológico;Category IV;SC;2012;2012;Decreto 19.665 de 09/10/2012;Sem informação.;JOINVILLE (SC);Não;Não;SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DE JOINVILLE - SC;1;498;498;525,56;;0;0;0;498;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555576451
2926;0910.42.2926;;PARQUE NATURAL MUNICIPAL DA CAIEIRA;Municipal;Parque;Category II;SC;2004;2004;Decreto 11734 de 11/03/2004;Sem informação.;JOINVILLE (SC);Sim;Sim;SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DE JOINVILLE - SC;1;142;142;127,94;;0;0;0;142;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555576318
1570;0950.35.1570;;AREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS;Municipal;Área de Proteção Ambiental;Category V;SP;2001;2001;Lei ordinária 10.850 de 07/06/2001;Sem informação.;CAMPINAS (SP);Não;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CAMPINAS - SP;1;22294,63724;22294,63724;22300;;0;0;0;22294,63724;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555576223
2631;0950.35.2631;;PARQUE NATURAL MUNICIPAL DOS JATOBÁS;Municipal;Parque;Category II;SP;2011;2011;Decreto 17.355/11 de 18/06/2011;Sem informação.;CAMPINAS (SP);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CAMPINAS - SP;1;107;107;107,34;;0;0;0;107;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555576278
2637;0950.35.2637;;PARQUE NATURAL MUNICIPAL DO CAMPO GRANDE;Municipal;Parque;Category II;SP;2011;2011;Decreto 17.356/11 de 18/06/2011;Sem informação.;CAMPINAS (SP);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CAMPINAS - SP;1;136;136;136,36;;0;0;0;136;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555576429
2638;0950.35.2638;;ÁREA DE PROTEÇÃO AMBIENTAL DO CAMPO GRANDE;Municipal;Área de Proteção Ambiental;Category V;SP;2011;2011;Decreto 17.357/11 de 18/06/2011;Sem informação.;CAMPINAS (SP);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CAMPINAS - SP;1;945;945;959,53;;0;0;0;945;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555576386
4343;1620.42.4343;;REFUGIO DA VIDA SILVESTRE NASCENTES DO SAI;Municipal;Refúgio de Vida Silvestre;Category III;SC;2022;2022;Decreto 3.841 de 03/02/2022;Sem informação.;SÃO FRANCISCO DO SUL (SC);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE SÃO FRANCISCO DO SUL - SC;1;6.699;6.699;6707;;0;0;0;6.699;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555759032
3508;1690.43.3508;;PARQUE NATURAL MUNICIPAL DOS MORROS;Municipal;Parque;Category II;RS;2016;2016;Decreto 74/2016 de 06/09/2016;Sem informação.;SANTA MARIA (RS);Sim;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE SANTA MARIA - RS;1;151;151;151,58;;0;0;0;151;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555636608
4099;1740.42.4099;;ÁREA DE PROTEÇÃO AMBIENTAL ARROIO MACACO;Municipal;Área de Proteção Ambiental;Category V;SC;2019;2019;Decreto 4.811/2019 de 26/07/2019;Sem informação.;SCHROEDER (SC);Não;Não;SECRETARIA MUNICIPAL DE SANEAMENTO E GESTÃO AMBIENTAL DE SCHROEDER - SC;1;1.617;1.617;1617;;0;0;0;1.617;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555715676
2340;1820.42.2340;;PARQUE NATURAL MUNICIPAL FREYMUND GERMER;Municipal;Parque;Category II;SC;2011;2011;Lei complementar 402 de 13/07/2011;Sem informação.;TIMBÓ (SC);Não;Não;PREFEITURA MUNICIPAL DE TIMBÓ - SC;1;36,60256184;36,60256184;36,6;;0;0;0;36,60256184;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555576280
2320;1820.43.2320;;PARQUE NATURAL MUNICIPAL DA RONDA;Municipal;Parque;Category II;RS;2007;2007;Lei orgânica 2.425/2007 de 27/03/2007;Sem informação.;SÃO FRANCISCO DE PAULA (RS);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E SUSTENTABILIDADE DE SÃO FRANCISCO DE PAULA - RS;1;1.449;1.449;1448,2;;0;0;0;1.449;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555715720
2261;1920.42.2261;;PARQUE NATURAL MUNICIPAL CHAPÉU DAS ÁGUAS;Municipal;Parque;Category II;SC;2010;2010;Lei ordinária 1753/2010 de 15/12/2010;Sem informação.;VIDAL RAMOS (SC);Não;Sim;FUNDAÇÃO MUNICIPAL DO MEIO AMBIENTE DE VIDAL RAMOS - SC;1;509;509;509,64;;0;0;0;509;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555576261
3581;2100.29.3581;;PARQUE NATURAL MUNICIPAL DA RESTINGA DE PRAIA DO FORTE;Municipal;Parque;Category II;BA;2008;2008;Lei ordinária 367 de 12/09/2008;Sem informação.;MATA DE SÃO JOÃO (BA);Sim;Sim;PREFEITURA MUNICIPAL DE MATA DE SÃO JOÃO - BA;1;268;268;253;;0;0;0;268;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;;;;555715705
1528;2200.31.1528;;ÁREA DE PROTEÇÃO AMBIENTAL BOM JESUS;Municipal;Área de Proteção Ambiental;Category V;MG;2002;2002;Lei ordinária 1.535 de 20/12/2002;Sem informação.;DIVINO (MG);Não;Não;SECRETARIA DE MEIO AMBIENTE, AGRICULTURA E TURISMO DE DIVINO - MG;1;4.566;4.566;4524;;0;0;0;4.566;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555636502
3555;2510.31.3555;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JACUAÇU;Municipal;Reserva Particular do Patrimônio Natural;Category IV;MG;2017;2017;Portaria 1415 de 04/07/2017;Sem informação.;EXTREMA (MG);Não;Não;SECRETARIA DE MEIO AMBIENTE DE EXTREMA - MG;1;43;43;43,3;;0;0;0;43;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682186
2710;4630.31.2710;;PARQUE NATURAL MUNICIPAL DA BIQUINHA;Municipal;Parque;Category II;MG;2012;2012;Decreto 008 de 09/05/2012;Sem informação.;PADRE PARAÍSO (MG);Não;Não;PREFEITURA MUNICIPAL DE PADRE PARAÍSO - MG;1;21;21;20,81;;0;0;0;21;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555576400
2587;4990.35.2587;;PARQUE NATURAL MUNICIPAL AUGUSTO RUSCHI;Municipal;Parque;Category II;SP;2010;2010;Lei ordinária 8.195/2010 de 17/09/2010;Sem informação.;SÃO JOSÉ DOS CAMPOS (SP);Sim;Sim;SECRETARIA DE MEIO AMBIENTE DE SÃO JOSÉ DOS CAMPOS - SP;1;244;244;243,49;;0;0;0;244;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555600198
2727;4990.35.2727;;PARQUE NATURAL MUNICIPAL DO BANHADO;Municipal;Parque;Category II;SP;2012;2012;Lei ordinária 8756 de 28/06/2012;Sem informação.;SÃO JOSÉ DOS CAMPOS (SP);Não;Não;SECRETARIA DE MEIO AMBIENTE DE SÃO JOSÉ DOS CAMPOS - SP;1;176;176;151,57;;0;0;0;176;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;0;0;;;;;555600069
3727;5930.31.3727;;ÁREA DE PROTEÇÃO AMBIENTAL DO BOQUEIRÃO DA MIRA;Municipal;Área de Proteção Ambiental;Category V;MG;2001;2001;Lei ordinária 929 de 27/07/2001;Sem informação.;SANTA RITA DE JACUTINGA (MG);Sim;Sim;PREFEITURA MUNICIPAL DE SANTA RITA DE JACUTINGA - MG;1;8.542;8.542;8515;;0;0;0;8.542;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682199
36;0000.00.0036;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHA AMEIXAL;Federal;Área de Relevante Interesse Ecológico;Category IV;SP;1985;1985;Decreto 91.889 de 05/11/1985;Sem informação.;PERUÍBE (SP);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;359;359;400;;0;0;0;359;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;Litoral de São Paulo;351720
129;0000.00.0129;;FLORESTA NACIONAL DE PASSA QUATRO;Federal;Floresta;Category VI;MG;1968;1968;Portaria 562 de 25/10/1968;Sem informação.;PASSA QUATRO (MG);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;335;335;335;;0;0;0;335;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;Mantiqueira;351810
201;0000.00.0201;;RESERVA BIOLÓGICA DE SOORETAMA;Federal;Reserva Biológica;Category Ia;ES;1982;1982;Decreto 87588 de 20/09/1982;Sem informação.;JAGUARÉ (ES) - LINHARES (ES) - SOORETAMA (ES) - VILA VALÉRIO (ES);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;27.859;27.859;24000;;0;0;0;27.859;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;0;1;1;;Costa do Descobrimento;;Foz do Rio Doce;47
234;0000.00.0234;;RESERVA EXTRATIVISTA MANDIRA;Federal;Reserva Extrativista;Category VI;SP;2002;2002;Decreto S/N de 13/12/2002;Sem informação.;CANANÉIA (SP);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1.178;1.178;1175,93;;0;0;0;1.178;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;GEF Mar-Áreas Marinhas e Costeiras Protegidas;;;Litoral de São Paulo;351719
1149;0000.00.1149;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL QUERÊNCIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;1999;Portaria 05-N de 01/02/1999;Sem informação.;MAGÉ (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;6;6;6,3;;0;0;0;6;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;Mata Atlântica Central Fluminense;555682791
1151;0000.00.1151;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL UNIÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2000;2000;Portaria 68 de 17/10/2000;Sem informação.;SILVA JARDIM (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;343;343;343;;0;0;0;343;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;Mico-Leão-Dourado;555682794
1166;0000.00.1166;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRAZIELA MACIEL BARROSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2005;2005;Portaria 20 de 11/04/2005;Sem informação.;PETRÓPOLIS (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;185;185;184;;0;0;0;185;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;Mata Atlântica Central Fluminense;555600232
1167;0000.00.1167;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA GRANDE;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2004;2004;Portaria 18 de 04/03/2004;Sem informação.;SILVA JARDIM (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;109;109;108;;0;0;0;109;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;Mico-Leão-Dourado;555600254
