year;areakm;municipality;geocode_ibge;state
2007;1005,7092256458742;Acrelandia;1200013;Acre
2008;23,667086506330083;Acrelandia;1200013;Acre
2009;12,93823347084188;Acrelandia;1200013;Acre
2010;11,332077910930389;Acrelandia;1200013;Acre
2011;15,9386375659292;Acrelandia;1200013;Acre
2012;4,164717505272149;Acrelandia;1200013;Acre
2013;9,47555625108308;Acrelandia;1200013;Acre
2014;18,896772683227386;Acrelandia;1200013;Acre
2015;14,761802283201153;Acrelandia;1200013;Acre
2016;23,805690575007553;Acrelandia;1200013;Acre
2017;5,710904951294499;Acrelandia;1200013;Acre
2018;21,784422000655248;Acrelandia;1200013;Acre
2019;19,887947144833845;Acrelandia;1200013;Acre
2020;12,93755576047272;Acrelandia;1200013;Acre
2021;38,265312298948714;Acrelandia;1200013;Acre
2022;18,502625100248153;Acrelandia;1200013;Acre
2023;12,04604977052408;Acrelandia;1200013;Acre
2024;9,946522729839046;Acrelandia;1200013;Acre
2007;234,39802495085533;Assis Brasil;1200054;Acre
2008;3,419526434651008;Assis Brasil;1200054;Acre
2009;1,6006989968978549;Assis Brasil;1200054;Acre
2010;3,7737745178945006;Assis Brasil;1200054;Acre
2011;2,8193837967996505;Assis Brasil;1200054;Acre
2012;2,3987495682861697;Assis Brasil;1200054;Acre
2013;4,803777966241907;Assis Brasil;1200054;Acre
2014;7,67546822145793;Assis Brasil;1200054;Acre
2015;5,939278573372558;Assis Brasil;1200054;Acre
2016;2,8939497492596655;Assis Brasil;1200054;Acre
2017;6,391257481911599;Assis Brasil;1200054;Acre
2018;7,925865348224258;Assis Brasil;1200054;Acre
2019;21,143888827873262;Assis Brasil;1200054;Acre
2020;18,174809651320654;Assis Brasil;1200054;Acre
2021;17,64986377324601;Assis Brasil;1200054;Acre
2022;8,366870973826275;Assis Brasil;1200054;Acre
2023;7,381673911207423;Assis Brasil;1200054;Acre
2024;6,151406532917757;Assis Brasil;1200054;Acre
2007;1201,1294319303352;Brasileia;1200104;Acre
2008;12,659784499705673;Brasileia;1200104;Acre
2009;8,217565014533545;Brasileia;1200104;Acre
2010;11,955010528845435;Brasileia;1200104;Acre
2011;14,519025024866577;Brasileia;1200104;Acre
2012;12,888066060989534;Brasileia;1200104;Acre
2013;17,194258742482834;Brasileia;1200104;Acre
2014;33,423979112510324;Brasileia;1200104;Acre
2015;22,060364191252198;Brasileia;1200104;Acre
2016;17,714445001640993;Brasileia;1200104;Acre
2017;23,104993122565766;Brasileia;1200104;Acre
2018;21,087136425462372;Brasileia;1200104;Acre
2019;58,610657353155666;Brasileia;1200104;Acre
2020;40,1210679533899;Brasileia;1200104;Acre
2021;61,011094821717506;Brasileia;1200104;Acre
2022;30,50048488450648;Brasileia;1200104;Acre
2023;22,445672100535894;Brasileia;1200104;Acre
2024;19,10948109126526;Brasileia;1200104;Acre
2007;1116,9559363778212;Bujari;1200138;Acre
2008;15,772079950013074;Bujari;1200138;Acre
2009;7,621237020084382;Bujari;1200138;Acre
2010;8,260086475385204;Bujari;1200138;Acre
2011;9,566167963089006;Bujari;1200138;Acre
2012;10,106807410077668;Bujari;1200138;Acre
2013;8,374876485689102;Bujari;1200138;Acre
2014;8,985015685492554;Bujari;1200138;Acre
2015;9,35697341632589;Bujari;1200138;Acre
2016;17,287004592203967;Bujari;1200138;Acre
2017;7,629898078427354;Bujari;1200138;Acre
2018;13,712393188463933;Bujari;1200138;Acre
2019;26,054598331922794;Bujari;1200138;Acre
2020;17,651505984106795;Bujari;1200138;Acre
2021;25,80004562859253;Bujari;1200138;Acre
2022;37,21034201244905;Bujari;1200138;Acre
2023;15,990267940224845;Bujari;1200138;Acre
2024;18,791181238497153;Bujari;1200138;Acre
2007;803,5692165511617;Capixaba;1200179;Acre
2008;8,829852107369534;Capixaba;1200179;Acre
2009;3,787125956609666;Capixaba;1200179;Acre
2010;3,748554356943905;Capixaba;1200179;Acre
2011;9,45690423162478;Capixaba;1200179;Acre
2012;15,11240703599834;Capixaba;1200179;Acre
2013;5,7578575776262255;Capixaba;1200179;Acre
2014;9,618370413353666;Capixaba;1200179;Acre
2015;6,08518278666107;Capixaba;1200179;Acre
2016;16,64593326609688;Capixaba;1200179;Acre
2017;11,572004169704654;Capixaba;1200179;Acre
2018;10,264173247390598;Capixaba;1200179;Acre
2019;27,768298463176066;Capixaba;1200179;Acre
2020;18,80088769420414;Capixaba;1200179;Acre
2021;29,376706959011358;Capixaba;1200179;Acre
2022;31,977299715547137;Capixaba;1200179;Acre
2023;12,048030555030861;Capixaba;1200179;Acre
2024;6,727539717031943;Capixaba;1200179;Acre
2007;917,3839623104692;Cruzeiro do Sul;1200203;Acre
2008;11,024729988649408;Cruzeiro do Sul;1200203;Acre
2009;4,244619990437915;Cruzeiro do Sul;1200203;Acre
2010;22,184683673003544;Cruzeiro do Sul;1200203;Acre
2011;12,691133827584776;Cruzeiro do Sul;1200203;Acre
2012;9,458290393985074;Cruzeiro do Sul;1200203;Acre
2013;5,475049459782154;Cruzeiro do Sul;1200203;Acre
2014;10,64923113822027;Cruzeiro do Sul;1200203;Acre
2015;3,434413194535129;Cruzeiro do Sul;1200203;Acre
2016;9,26303526552899;Cruzeiro do Sul;1200203;Acre
2017;9,448194558253796;Cruzeiro do Sul;1200203;Acre
2018;18,062036827141622;Cruzeiro do Sul;1200203;Acre
2019;25,212203743313946;Cruzeiro do Sul;1200203;Acre
2020;42,46801077816329;Cruzeiro do Sul;1200203;Acre
2021;33,569091024250476;Cruzeiro do Sul;1200203;Acre
2022;54,70516999571812;Cruzeiro do Sul;1200203;Acre
2023;28,06251772278658;Cruzeiro do Sul;1200203;Acre
2024;14,888997338765257;Cruzeiro do Sul;1200203;Acre
2007;782,5608761292309;Epitaciolandia;1200252;Acre
2008;4,337023081847386;Epitaciolandia;1200252;Acre
2009;4,16547999637831;Epitaciolandia;1200252;Acre
2010;3,752059735834176;Epitaciolandia;1200252;Acre
2011;7,10639446481666;Epitaciolandia;1200252;Acre
2012;12,330479342467159;Epitaciolandia;1200252;Acre
2013;6,403896371147007;Epitaciolandia;1200252;Acre
2014;8,907226461668554;Epitaciolandia;1200252;Acre
2015;9,714432384847138;Epitaciolandia;1200252;Acre
2016;7,3066666162604355;Epitaciolandia;1200252;Acre
2017;5,546556043029596;Epitaciolandia;1200252;Acre
2018;7,987803144273741;Epitaciolandia;1200252;Acre
2019;11,374425276807534;Epitaciolandia;1200252;Acre
2020;8,447290106581226;Epitaciolandia;1200252;Acre
2021;18,64824403067629;Epitaciolandia;1200252;Acre
2022;10,734908757424558;Epitaciolandia;1200252;Acre
2023;9,014223360555674;Epitaciolandia;1200252;Acre
2024;5,746813998021089;Epitaciolandia;1200252;Acre
2007;1233,0649613083092;Feijo;1200302;Acre
2008;27,154492998394513;Feijo;1200302;Acre
2009;19,510951050461838;Feijo;1200302;Acre
2010;22,65003825010039;Feijo;1200302;Acre
2011;23,32094225106973;Feijo;1200302;Acre
2012;30,8444818107708;Feijo;1200302;Acre
2013;23,750586266604113;Feijo;1200302;Acre
2014;37,30634350604368;Feijo;1200302;Acre
2015;10,621369903561682;Feijo;1200302;Acre
2016;38,63043786059943;Feijo;1200302;Acre
2017;26,37136967843169;Feijo;1200302;Acre
2018;72,24470304252229;Feijo;1200302;Acre
2019;94,01746290854378;Feijo;1200302;Acre
2020;99,87712761795628;Feijo;1200302;Acre
2021;139,0140940720975;Feijo;1200302;Acre
2022;193,2206843703527;Feijo;1200302;Acre
2023;62,862810442707584;Feijo;1200302;Acre
2024;75,68581328042139;Feijo;1200302;Acre
2007;113,262959946942;Jordao;1200328;Acre
2008;7,231227456646886;Jordao;1200328;Acre
2009;1,888165129342122;Jordao;1200328;Acre
2010;6,802984353752853;Jordao;1200328;Acre
2011;5,984000731250667;Jordao;1200328;Acre
2012;7,029948727652446;Jordao;1200328;Acre
2013;2,218582230820658;Jordao;1200328;Acre
2014;6,906406579816296;Jordao;1200328;Acre
2015;0,927628652309474;Jordao;1200328;Acre
2016;2,1412350366492774;Jordao;1200328;Acre
2017;2,4862917659951704;Jordao;1200328;Acre
2018;6,273835565112647;Jordao;1200328;Acre
2019;11,04540318244387;Jordao;1200328;Acre
2020;11,651268174066255;Jordao;1200328;Acre
2021;9,743084412116504;Jordao;1200328;Acre
2022;15,351907747217334;Jordao;1200328;Acre
2023;4,953830322774918;Jordao;1200328;Acre
2024;7,252141798794325;Jordao;1200328;Acre
2007;367,12075510438166;Mancio Lima;1200336;Acre
2008;4,308356667790487;Mancio Lima;1200336;Acre
2009;1,299979850329486;Mancio Lima;1200336;Acre
2010;4,652817836262391;Mancio Lima;1200336;Acre
2011;11,612174723132924;Mancio Lima;1200336;Acre
2012;3,2904529645485288;Mancio Lima;1200336;Acre
2013;2,5977189528100912;Mancio Lima;1200336;Acre
2014;2,968915684661208;Mancio Lima;1200336;Acre
2015;2,2871575016138266;Mancio Lima;1200336;Acre
2016;2,9881926704535693;Mancio Lima;1200336;Acre
2017;1,8343602507226833;Mancio Lima;1200336;Acre
2018;3,6526507521909104;Mancio Lima;1200336;Acre
2019;12,038761279916825;Mancio Lima;1200336;Acre
2020;6,2169806086982025;Mancio Lima;1200336;Acre
2021;10,69667653083721;Mancio Lima;1200336;Acre
2022;13,219321194604916;Mancio Lima;1200336;Acre
2023;8,200193054759714;Mancio Lima;1200336;Acre
2024;3,7471127345447877;Mancio Lima;1200336;Acre
2007;246,94399571702152;Manoel Urbano;1200344;Acre
2008;4,9036317240865746;Manoel Urbano;1200344;Acre
2009;5,326229847734298;Manoel Urbano;1200344;Acre
2010;8,194996385489672;Manoel Urbano;1200344;Acre
2011;8,014796524737658;Manoel Urbano;1200344;Acre
2012;13,680466082014306;Manoel Urbano;1200344;Acre
2013;16,334963835220798;Manoel Urbano;1200344;Acre
2014;18,459666249016774;Manoel Urbano;1200344;Acre
2015;19,168399441632772;Manoel Urbano;1200344;Acre
2016;26,91693793973337;Manoel Urbano;1200344;Acre
2017;17,582904195233326;Manoel Urbano;1200344;Acre
2018;46,45558110241381;Manoel Urbano;1200344;Acre
2019;31,61773216353082;Manoel Urbano;1200344;Acre
2020;54,00287142445097;Manoel Urbano;1200344;Acre
2021;41,54463690966094;Manoel Urbano;1200344;Acre
2022;88,29890639697932;Manoel Urbano;1200344;Acre
2023;30,428432666364138;Manoel Urbano;1200344;Acre
2024;24,449994950246158;Manoel Urbano;1200344;Acre
2007;181,82718164705346;Marechal Thaumaturgo;1200351;Acre
2008;11,838664324300975;Marechal Thaumaturgo;1200351;Acre
2009;0,06074754333942174;Marechal Thaumaturgo;1200351;Acre
2010;21,99012199430506;Marechal Thaumaturgo;1200351;Acre
2011;10,887392540960544;Marechal Thaumaturgo;1200351;Acre
2012;3,6729682355930606;Marechal Thaumaturgo;1200351;Acre
2013;2,1621689517645795;Marechal Thaumaturgo;1200351;Acre
2014;8,861123098034152;Marechal Thaumaturgo;1200351;Acre
2015;0,4654908338505477;Marechal Thaumaturgo;1200351;Acre
2016;2,5411791032316255;Marechal Thaumaturgo;1200351;Acre
2017;2,5862837753824044;Marechal Thaumaturgo;1200351;Acre
2018;4,072530774603354;Marechal Thaumaturgo;1200351;Acre
2019;13,620834880246068;Marechal Thaumaturgo;1200351;Acre
2020;28,64752391527406;Marechal Thaumaturgo;1200351;Acre
2021;6,33439727514536;Marechal Thaumaturgo;1200351;Acre
2022;9,783353746729594;Marechal Thaumaturgo;1200351;Acre
2023;10,83301113925069;Marechal Thaumaturgo;1200351;Acre
2024;9,07709771704719;Marechal Thaumaturgo;1200351;Acre
2007;1368,0577624327575;Placido de Castro;1200385;Acre
2008;3,260656665227015;Placido de Castro;1200385;Acre
2009;10,460969999599337;Placido de Castro;1200385;Acre
2010;5,693200083291331;Placido de Castro;1200385;Acre
2011;6,9498468813477805;Placido de Castro;1200385;Acre
2012;3,868005218096699;Placido de Castro;1200385;Acre
2013;4,901708045081758;Placido de Castro;1200385;Acre
2014;7,38761575553395;Placido de Castro;1200385;Acre
2015;5,154209177656433;Placido de Castro;1200385;Acre
2016;7,856998905608673;Placido de Castro;1200385;Acre
2017;5,0012923449869575;Placido de Castro;1200385;Acre
2018;11,861956666874084;Placido de Castro;1200385;Acre
2019;8,994449299591746;Placido de Castro;1200385;Acre
2020;8,283925755364182;Placido de Castro;1200385;Acre
2021;15,18755032437002;Placido de Castro;1200385;Acre
2022;5,973403217682635;Placido de Castro;1200385;Acre
2023;3,1380724567075875;Placido de Castro;1200385;Acre
2024;2,0364909192776826;Placido de Castro;1200385;Acre
2007;1189,6352887479904;Porto Acre;1200807;Acre
2008;8,20954826906247;Porto Acre;1200807;Acre
2009;6,298493604431113;Porto Acre;1200807;Acre
2010;11,958179662273754;Porto Acre;1200807;Acre
2011;16,161471869077452;Porto Acre;1200807;Acre
2012;12,732437633410946;Porto Acre;1200807;Acre
2013;3,7730881707002037;Porto Acre;1200807;Acre
2014;10,289850184254327;Porto Acre;1200807;Acre
2015;7,94601442298411;Porto Acre;1200807;Acre
2016;15,327506312325097;Porto Acre;1200807;Acre
2017;8,711915946762364;Porto Acre;1200807;Acre
2018;12,471660009435798;Porto Acre;1200807;Acre
2019;22,972978584104972;Porto Acre;1200807;Acre
2020;19,51485269860856;Porto Acre;1200807;Acre
2021;31,502384073444336;Porto Acre;1200807;Acre
2022;22,571691051314755;Porto Acre;1200807;Acre
2023;9,40697607106907;Porto Acre;1200807;Acre
2024;7,7738880398703145;Porto Acre;1200807;Acre
2007;146,87686264569297;Porto Walter;1200393;Acre
2008;6,66909476291691;Porto Walter;1200393;Acre
2009;0,9708025358875486;Porto Walter;1200393;Acre
2010;13,297308282362529;Porto Walter;1200393;Acre
2011;10,579716335094972;Porto Walter;1200393;Acre
2012;5,666977432882226;Porto Walter;1200393;Acre
2013;1,6492373535842693;Porto Walter;1200393;Acre
2014;9,224296686947692;Porto Walter;1200393;Acre
2015;1,481713945963508;Porto Walter;1200393;Acre
2016;4,298905631377815;Porto Walter;1200393;Acre
2017;3,0865473197362308;Porto Walter;1200393;Acre
2018;4,735784409783206;Porto Walter;1200393;Acre
2019;8,717767196578146;Porto Walter;1200393;Acre
2020;23,57557038912402;Porto Walter;1200393;Acre
2021;5,261939277718412;Porto Walter;1200393;Acre
2022;7,0768979713542075;Porto Walter;1200393;Acre
2023;10,565053257018937;Porto Walter;1200393;Acre
2024;6,5894836639798955;Porto Walter;1200393;Acre
2007;2380,220191135591;Rio Branco;1200401;Acre
2008;28,853649897109626;Rio Branco;1200401;Acre
2009;18,54253618010188;Rio Branco;1200401;Acre
2010;19,939829057877358;Rio Branco;1200401;Acre
2011;41,924237959364326;Rio Branco;1200401;Acre
2012;27,842903211126934;Rio Branco;1200401;Acre
2013;19,628583667816088;Rio Branco;1200401;Acre
2014;32,87613109719028;Rio Branco;1200401;Acre
2015;30,271065611572435;Rio Branco;1200401;Acre
2016;52,37891256957832;Rio Branco;1200401;Acre
2017;25,86135199743914;Rio Branco;1200401;Acre
2018;32,69963963818974;Rio Branco;1200401;Acre
2019;79,99947851212099;Rio Branco;1200401;Acre
2020;55,7388056884359;Rio Branco;1200401;Acre
2021;97,62913289571823;Rio Branco;1200401;Acre
2022;118,24879757218989;Rio Branco;1200401;Acre
2023;69,58268372759117;Rio Branco;1200401;Acre
2024;62,62910156208183;Rio Branco;1200401;Acre
2007;409,71907135874403;Rodrigues Alves;1200427;Acre
2008;4,895515430137759;Rodrigues Alves;1200427;Acre
2009;2,5749676585309973;Rodrigues Alves;1200427;Acre
2010;10,422331292998638;Rodrigues Alves;1200427;Acre
2011;4,703344181119532;Rodrigues Alves;1200427;Acre
2012;4,504473986301182;Rodrigues Alves;1200427;Acre
2013;3,699363184265253;Rodrigues Alves;1200427;Acre
2014;1,1341632204601197;Rodrigues Alves;1200427;Acre
2015;2,35535635943106;Rodrigues Alves;1200427;Acre
2016;4,792042925114776;Rodrigues Alves;1200427;Acre
2017;5,301580902238743;Rodrigues Alves;1200427;Acre
2018;9,472927178188138;Rodrigues Alves;1200427;Acre
2019;12,62166713823297;Rodrigues Alves;1200427;Acre
2020;15,538659174260134;Rodrigues Alves;1200427;Acre
2021;12,209298991821441;Rodrigues Alves;1200427;Acre
2022;23,822300434351458;Rodrigues Alves;1200427;Acre
2023;10,548742528833905;Rodrigues Alves;1200427;Acre
2024;8,127222694339032;Rodrigues Alves;1200427;Acre
2007;66,78308463808014;Santa Rosa do Purus;1200435;Acre
2008;2,165015409819716;Santa Rosa do Purus;1200435;Acre
2009;1,8701824552989823;Santa Rosa do Purus;1200435;Acre
2010;3,2045183669221227;Santa Rosa do Purus;1200435;Acre
2011;2,8820223549261637;Santa Rosa do Purus;1200435;Acre
2012;2,849705215485472;Santa Rosa do Purus;1200435;Acre
2013;1,23875812693135;Santa Rosa do Purus;1200435;Acre
2014;3,921371470388496;Santa Rosa do Purus;1200435;Acre
2015;2,243468825121315;Santa Rosa do Purus;1200435;Acre
2016;2,0974396166832796;Santa Rosa do Purus;1200435;Acre
2017;2,3932131780292303;Santa Rosa do Purus;1200435;Acre
2018;2,83163000299883;Santa Rosa do Purus;1200435;Acre
2019;7,003504670263985;Santa Rosa do Purus;1200435;Acre
2020;5,162193026144047;Santa Rosa do Purus;1200435;Acre
2021;4,065957779538055;Santa Rosa do Purus;1200435;Acre
2022;3,553404580763368;Santa Rosa do Purus;1200435;Acre
2023;1,900371223349621;Santa Rosa do Purus;1200435;Acre
2024;1,3132315310046165;Santa Rosa do Purus;1200435;Acre
2007;1504,4410090525853;Sena Madureira;1200500;Acre
2008;34,81033641265545;Sena Madureira;1200500;Acre
2009;20,61061665455026;Sena Madureira;1200500;Acre
2010;37,02537744986242;Sena Madureira;1200500;Acre
2011;39,39152879666969;Sena Madureira;1200500;Acre
2012;38,45191106038188;Sena Madureira;1200500;Acre
2013;31,991438485754085;Sena Madureira;1200500;Acre
2014;52,35610718255228;Sena Madureira;1200500;Acre
2015;42,237230667926525;Sena Madureira;1200500;Acre
2016;56,024177891605525;Sena Madureira;1200500;Acre
2017;34,52530329559449;Sena Madureira;1200500;Acre
2018;48,27682853347365;Sena Madureira;1200500;Acre
2019;80,15702482876073;Sena Madureira;1200500;Acre
2020;73,00378644206488;Sena Madureira;1200500;Acre
2021;111,31212355127754;Sena Madureira;1200500;Acre
2022;105,80428165337409;Sena Madureira;1200500;Acre
2023;53,047240331574564;Sena Madureira;1200500;Acre
2024;43,746312338085225;Sena Madureira;1200500;Acre
2007;1630,1475787504746;Senador Guiomard;1200450;Acre
2008;4,901995432281648;Senador Guiomard;1200450;Acre
2009;7,265443000272191;Senador Guiomard;1200450;Acre
2010;3,854981458025095;Senador Guiomard;1200450;Acre
2011;6,996445995366;Senador Guiomard;1200450;Acre
2012;2,4138003327816033;Senador Guiomard;1200450;Acre
2013;4,142625085117212;Senador Guiomard;1200450;Acre
2014;3,9848476089142797;Senador Guiomard;1200450;Acre
2015;4,890302251429573;Senador Guiomard;1200450;Acre
2016;9,106455678121785;Senador Guiomard;1200450;Acre
2017;4,677865771572603;Senador Guiomard;1200450;Acre
2018;8,166116571890681;Senador Guiomard;1200450;Acre
2019;6,641857033912626;Senador Guiomard;1200450;Acre
2020;9,851018886423493;Senador Guiomard;1200450;Acre
2021;20,17449118494823;Senador Guiomard;1200450;Acre
2022;16,86552006894378;Senador Guiomard;1200450;Acre
2023;6,231865809073922;Senador Guiomard;1200450;Acre
2024;7,169648548204808;Senador Guiomard;1200450;Acre
2007;1305,2450271702548;Tarauaca;1200609;Acre
2008;36,85455015156462;Tarauaca;1200609;Acre
2009;15,426604021732398;Tarauaca;1200609;Acre
2010;24,979383428016575;Tarauaca;1200609;Acre
2011;19,235570820881616;Tarauaca;1200609;Acre
2012;28,8304958685247;Tarauaca;1200609;Acre
2013;13,936245607269594;Tarauaca;1200609;Acre
2014;36,42449538227556;Tarauaca;1200609;Acre
2015;3,822055027666986;Tarauaca;1200609;Acre
2016;13,428060284320912;Tarauaca;1200609;Acre
2017;14,858864997799653;Tarauaca;1200609;Acre
2018;40,19063421563881;Tarauaca;1200609;Acre
2019;67,41835223576295;Tarauaca;1200609;Acre
2020;51,56626950410529;Tarauaca;1200609;Acre
2021;104,2007445882186;Tarauaca;1200609;Acre
2022;112,72903821004853;Tarauaca;1200609;Acre
2023;48,37720277187906;Tarauaca;1200609;Acre
2024;45,287562951075024;Tarauaca;1200609;Acre
2007;1201,1834692208113;Xapuri;1200708;Acre
2008;22,988356752871926;Xapuri;1200708;Acre
2009;6,999387019668501;Xapuri;1200708;Acre
2010;5,552680537836099;Xapuri;1200708;Acre
2011;14,75733871829281;Xapuri;1200708;Acre
2012;18,325518491147292;Xapuri;1200708;Acre
2013;10,73347215430705;Xapuri;1200708;Acre
2014;18,315689033924755;Xapuri;1200708;Acre
2015;17,604619314189502;Xapuri;1200708;Acre
2016;32,68380644771748;Xapuri;1200708;Acre
2017;20,949002474237286;Xapuri;1200708;Acre
2018;22,19053435460435;Xapuri;1200708;Acre
2019;59,90475514413976;Xapuri;1200708;Acre
2020;39,47467881052988;Xapuri;1200708;Acre
2021;58,61174689103609;Xapuri;1200708;Acre
2022;77,13762752223566;Xapuri;1200708;Acre
2023;25,81380902341631;Xapuri;1200708;Acre
2024;22,724503960761467;Xapuri;1200708;Acre
2007;102,81504108977394;Amapa;1600105;Amapa
2008;1,8898445683821068;Amapa;1600105;Amapa
2009;1,8849663263517253;Amapa;1600105;Amapa
2010;1,823429769449978;Amapa;1600105;Amapa
2011;0,2090488003867988;Amapa;1600105;Amapa
2012;0;Amapa;1600105;Amapa
2013;0,45042708737239595;Amapa;1600105;Amapa
2014;0,6809954612665332;Amapa;1600105;Amapa
2015;0,3058064379597203;Amapa;1600105;Amapa
2016;0,14270481408819125;Amapa;1600105;Amapa
2017;0,15999740015083716;Amapa;1600105;Amapa
2018;0;Amapa;1600105;Amapa
2019;0,6930923913573331;Amapa;1600105;Amapa
2020;0;Amapa;1600105;Amapa
2021;0;Amapa;1600105;Amapa
2022;0;Amapa;1600105;Amapa
2023;0;Amapa;1600105;Amapa
2024;0;Amapa;1600105;Amapa
2007;159,24819110689646;Calcoene;1600204;Amapa
2008;6,302664782652807;Calcoene;1600204;Amapa
2009;8,07010434400914;Calcoene;1600204;Amapa
2010;11,888941184250658;Calcoene;1600204;Amapa
2011;1,0342464277064032;Calcoene;1600204;Amapa
2012;1,1097136405822796;Calcoene;1600204;Amapa
2013;2,985216179039846;Calcoene;1600204;Amapa
2014;1,7536788148256517;Calcoene;1600204;Amapa
2015;0,9316588698839446;Calcoene;1600204;Amapa
2016;0,570463205758597;Calcoene;1600204;Amapa
2017;3,020905023805436;Calcoene;1600204;Amapa
2018;1,9713959662449976;Calcoene;1600204;Amapa
2019;2,0596226122933596;Calcoene;1600204;Amapa
2020;1,1148736007243316;Calcoene;1600204;Amapa
2021;1,0926055128963372;Calcoene;1600204;Amapa
2022;1,7358017212281158;Calcoene;1600204;Amapa
2023;2,10571145783037;Calcoene;1600204;Amapa
2024;0;Calcoene;1600204;Amapa
2007;185,37060508031934;Cutias;1600212;Amapa
2008;2,337800450211664;Cutias;1600212;Amapa
2009;0,2172710849395207;Cutias;1600212;Amapa
2010;4,885079352217435;Cutias;1600212;Amapa
2011;0,3473207009420544;Cutias;1600212;Amapa
2012;0;Cutias;1600212;Amapa
2013;0,22264922383011632;Cutias;1600212;Amapa
2014;1,4115994775265006;Cutias;1600212;Amapa
2015;0,48720115148546084;Cutias;1600212;Amapa
2016;1,3191930576921405;Cutias;1600212;Amapa
2017;0,1326751669579046;Cutias;1600212;Amapa
2018;0,49058133846286295;Cutias;1600212;Amapa
2019;0,7795580395869883;Cutias;1600212;Amapa
2020;0,4024880331260513;Cutias;1600212;Amapa
2021;0,09755095894014436;Cutias;1600212;Amapa
2022;0,25861474314039734;Cutias;1600212;Amapa
2023;0,42567274248054165;Cutias;1600212;Amapa
2024;0;Cutias;1600212;Amapa
2007;130,72406596250508;Ferreira Gomes;1600238;Amapa
2008;2,5660584405846563;Ferreira Gomes;1600238;Amapa
2009;1,110223343597691;Ferreira Gomes;1600238;Amapa
2010;2,3151982823542725;Ferreira Gomes;1600238;Amapa
2011;0,5061313239061945;Ferreira Gomes;1600238;Amapa
2012;0,15025359147433015;Ferreira Gomes;1600238;Amapa
2013;0,3034259673531333;Ferreira Gomes;1600238;Amapa
2014;0,6320235656589464;Ferreira Gomes;1600238;Amapa
2015;3,5762672121198174;Ferreira Gomes;1600238;Amapa
2016;0,9588650717610424;Ferreira Gomes;1600238;Amapa
2017;0;Ferreira Gomes;1600238;Amapa
2018;0,4235829386616786;Ferreira Gomes;1600238;Amapa
2019;1,2950351957650852;Ferreira Gomes;1600238;Amapa
2020;0,44770195415213965;Ferreira Gomes;1600238;Amapa
2021;0,0696500178510415;Ferreira Gomes;1600238;Amapa
2022;0,7483287232934879;Ferreira Gomes;1600238;Amapa
2023;0,1748875750410449;Ferreira Gomes;1600238;Amapa
2024;0;Ferreira Gomes;1600238;Amapa
2007;84,46509990124682;Itaubal;1600253;Amapa
2008;0,20116792293489294;Itaubal;1600253;Amapa
2009;0;Itaubal;1600253;Amapa
2010;3,8634352470126987;Itaubal;1600253;Amapa
2011;0,41829405057056956;Itaubal;1600253;Amapa
2012;0,23510758458926564;Itaubal;1600253;Amapa
2013;0;Itaubal;1600253;Amapa
2014;0,24670913023612026;Itaubal;1600253;Amapa
2015;0;Itaubal;1600253;Amapa
2016;0;Itaubal;1600253;Amapa
2017;0;Itaubal;1600253;Amapa
2018;1,8292297848974313;Itaubal;1600253;Amapa
2019;0,03855640247557696;Itaubal;1600253;Amapa
2020;0;Itaubal;1600253;Amapa
2021;0,07518646914794402;Itaubal;1600253;Amapa
2022;0;Itaubal;1600253;Amapa
2023;0,2888034357393093;Itaubal;1600253;Amapa
2024;0;Itaubal;1600253;Amapa
2007;168,65763839625234;Laranjal do Jari;1600279;Amapa
2008;9,126040152457131;Laranjal do Jari;1600279;Amapa
2009;5,041938985685923;Laranjal do Jari;1600279;Amapa
2010;5,029177075008457;Laranjal do Jari;1600279;Amapa
2011;1,7330865438768617;Laranjal do Jari;1600279;Amapa
2012;3,3699968484323546;Laranjal do Jari;1600279;Amapa
2013;0,7766289621952235;Laranjal do Jari;1600279;Amapa
2014;3,6738396479752806;Laranjal do Jari;1600279;Amapa
2015;1,5189901991310875;Laranjal do Jari;1600279;Amapa
2016;0,7305885346372337;Laranjal do Jari;1600279;Amapa
2017;1,821347838279671;Laranjal do Jari;1600279;Amapa
2018;1,7375410359188201;Laranjal do Jari;1600279;Amapa
2019;1,4879746761367407;Laranjal do Jari;1600279;Amapa
2020;0,367804807536931;Laranjal do Jari;1600279;Amapa
2021;2,1505264717454287;Laranjal do Jari;1600279;Amapa
2022;1,7123067477181773;Laranjal do Jari;1600279;Amapa
2023;2,129948115878086;Laranjal do Jari;1600279;Amapa
2024;0;Laranjal do Jari;1600279;Amapa
2007;384,93389231935765;Macapa;1600303;Amapa
2008;6,426654089589413;Macapa;1600303;Amapa
2009;0,7495174060483651;Macapa;1600303;Amapa
2010;9,035548197899375;Macapa;1600303;Amapa
2011;0,829532487344965;Macapa;1600303;Amapa
2012;2,2511071476205755;Macapa;1600303;Amapa
2013;1,3715364606395994;Macapa;1600303;Amapa
2014;2,6380450358643173;Macapa;1600303;Amapa
2015;3,0939568742657;Macapa;1600303;Amapa
2016;1,6745957716467041;Macapa;1600303;Amapa
2017;0,6472337989329753;Macapa;1600303;Amapa
2018;4,01532230164442;Macapa;1600303;Amapa
2019;7,213222054708907;Macapa;1600303;Amapa
2020;1,4362682953538908;Macapa;1600303;Amapa
2021;0,9046514679793143;Macapa;1600303;Amapa
2022;0,4298108617665095;Macapa;1600303;Amapa
