year;areakm;municipality;geocode_ibge;state
2007;293,94186235003025;Anajatuba;2100709;Maranhao
2008;2,0024531727581336;Anajatuba;2100709;Maranhao
2009;0,13388986010050546;Anajatuba;2100709;Maranhao
2010;0,17316007056762034;Anajatuba;2100709;Maranhao
2011;0,5225584153552348;Anajatuba;2100709;Maranhao
2012;0;Anajatuba;2100709;Maranhao
2013;0,10049316717092999;Anajatuba;2100709;Maranhao
2014;0;Anajatuba;2100709;Maranhao
2015;0;Anajatuba;2100709;Maranhao
2016;0,08723899088613658;Anajatuba;2100709;Maranhao
2017;0,15483264003884784;Anajatuba;2100709;Maranhao
2018;0;Anajatuba;2100709;Maranhao
2019;0,5107720352267252;Anajatuba;2100709;Maranhao
2020;0,4097088787607056;Anajatuba;2100709;Maranhao
2021;0,11737607864115175;Anajatuba;2100709;Maranhao
2022;0;Anajatuba;2100709;Maranhao
2023;0;Anajatuba;2100709;Maranhao
2024;0,0969813520698564;Anajatuba;2100709;Maranhao
2007;166,42545845363819;Apicum-Acu;2100832;Maranhao
2008;0;Apicum-Acu;2100832;Maranhao
2009;0;Apicum-Acu;2100832;Maranhao
2010;0;Apicum-Acu;2100832;Maranhao
2011;0;Apicum-Acu;2100832;Maranhao
2012;0;Apicum-Acu;2100832;Maranhao
2013;0;Apicum-Acu;2100832;Maranhao
2014;0;Apicum-Acu;2100832;Maranhao
2015;0;Apicum-Acu;2100832;Maranhao
2016;0;Apicum-Acu;2100832;Maranhao
2017;0;Apicum-Acu;2100832;Maranhao
2018;0;Apicum-Acu;2100832;Maranhao
2019;0;Apicum-Acu;2100832;Maranhao
2020;0,06987629175011147;Apicum-Acu;2100832;Maranhao
2021;0;Apicum-Acu;2100832;Maranhao
2022;0;Apicum-Acu;2100832;Maranhao
2023;0;Apicum-Acu;2100832;Maranhao
2024;0;Apicum-Acu;2100832;Maranhao
2007;762,596240969194;Araguana;2100873;Maranhao
2008;7,2411265389449335;Araguana;2100873;Maranhao
2009;0,7197040944859642;Araguana;2100873;Maranhao
2010;0,002652981681312671;Araguana;2100873;Maranhao
2011;0;Araguana;2100873;Maranhao
2012;0;Araguana;2100873;Maranhao
2013;2,0761374703639923;Araguana;2100873;Maranhao
2014;0;Araguana;2100873;Maranhao
2015;0;Araguana;2100873;Maranhao
2016;0;Araguana;2100873;Maranhao
2017;0,05822292803179766;Araguana;2100873;Maranhao
2018;0;Araguana;2100873;Maranhao
2019;0;Araguana;2100873;Maranhao
2020;0,17159392168072973;Araguana;2100873;Maranhao
2021;0;Araguana;2100873;Maranhao
2022;0;Araguana;2100873;Maranhao
2023;0;Araguana;2100873;Maranhao
2024;0;Araguana;2100873;Maranhao
2007;1718,2146165309669;Arame;2100956;Maranhao
2008;36,460397871784814;Arame;2100956;Maranhao
2009;27,75609998943862;Arame;2100956;Maranhao
2010;24,782649859733716;Arame;2100956;Maranhao
2011;11,83404193048862;Arame;2100956;Maranhao
2012;29,853005397772506;Arame;2100956;Maranhao
2013;6,509067332153445;Arame;2100956;Maranhao
2014;29,045618396699798;Arame;2100956;Maranhao
2015;6,897927803067674;Arame;2100956;Maranhao
2016;11,958761579959118;Arame;2100956;Maranhao
2017;25,29407411777883;Arame;2100956;Maranhao
2018;6,652361994652689;Arame;2100956;Maranhao
2019;28,56908156750118;Arame;2100956;Maranhao
2020;22,375232416271967;Arame;2100956;Maranhao
2021;15,909820786335501;Arame;2100956;Maranhao
2022;18,715397458621002;Arame;2100956;Maranhao
2023;28,76668392976537;Arame;2100956;Maranhao
2024;11,751909603791118;Arame;2100956;Maranhao
2007;393,53918227009393;Arari;2101004;Maranhao
2008;9,739317933938997;Arari;2101004;Maranhao
2009;0,8255220403922131;Arari;2101004;Maranhao
2010;0,43999870423535636;Arari;2101004;Maranhao
2011;0,762850683536542;Arari;2101004;Maranhao
2012;0,46642350687757334;Arari;2101004;Maranhao
2013;0,6325342508001519;Arari;2101004;Maranhao
2014;0,7111983471440568;Arari;2101004;Maranhao
2015;0,3958579884830169;Arari;2101004;Maranhao
2016;0,6775384441820618;Arari;2101004;Maranhao
2017;1,8294903245067662;Arari;2101004;Maranhao
2018;1,3274170584363212;Arari;2101004;Maranhao
2019;0,8668977015755203;Arari;2101004;Maranhao
2020;2,1147600151407278;Arari;2101004;Maranhao
2021;0,18101857189402676;Arari;2101004;Maranhao
2022;0,7922230364492301;Arari;2101004;Maranhao
2023;0,47090202942072734;Arari;2101004;Maranhao
2024;0,44527457270963644;Arari;2101004;Maranhao
2007;24,942583326056962;Axixa;2101103;Maranhao
2008;3,27625003388292;Axixa;2101103;Maranhao
2009;0;Axixa;2101103;Maranhao
2010;0,8207875651083429;Axixa;2101103;Maranhao
2011;0,17995359760530233;Axixa;2101103;Maranhao
2012;0,06763695485688728;Axixa;2101103;Maranhao
2013;0,4385723078391847;Axixa;2101103;Maranhao
2014;0,15479053950445743;Axixa;2101103;Maranhao
2015;0,16476971651605773;Axixa;2101103;Maranhao
2016;0,0956816988673564;Axixa;2101103;Maranhao
2017;0;Axixa;2101103;Maranhao
2018;0,0734742323153152;Axixa;2101103;Maranhao
2019;0;Axixa;2101103;Maranhao
2020;0;Axixa;2101103;Maranhao
2021;0,19984454118585093;Axixa;2101103;Maranhao
2022;0;Axixa;2101103;Maranhao
2023;0;Axixa;2101103;Maranhao
2024;0;Axixa;2101103;Maranhao
2007;1328,9279130729008;Bacabal;2101202;Maranhao
2008;0,3207284920761428;Bacabal;2101202;Maranhao
2009;0,08440130463755503;Bacabal;2101202;Maranhao
2010;0,07907216003068562;Bacabal;2101202;Maranhao
2011;0,06190784830339922;Bacabal;2101202;Maranhao
2012;0,005330521325370297;Bacabal;2101202;Maranhao
2013;0;Bacabal;2101202;Maranhao
2014;0;Bacabal;2101202;Maranhao
2015;0;Bacabal;2101202;Maranhao
2016;0;Bacabal;2101202;Maranhao
2017;0;Bacabal;2101202;Maranhao
2018;0;Bacabal;2101202;Maranhao
2019;0;Bacabal;2101202;Maranhao
2020;0;Bacabal;2101202;Maranhao
2021;0;Bacabal;2101202;Maranhao
2022;0;Bacabal;2101202;Maranhao
2023;0;Bacabal;2101202;Maranhao
2024;0;Bacabal;2101202;Maranhao
2007;83,32431550834013;Bacabeira;2101251;Maranhao
2008;3,4935904416421426;Bacabeira;2101251;Maranhao
2009;0;Bacabeira;2101251;Maranhao
2010;6,238275834752207;Bacabeira;2101251;Maranhao
2011;4,708241025958188;Bacabeira;2101251;Maranhao
2012;2,358945446079354;Bacabeira;2101251;Maranhao
2013;2,142395244178684;Bacabeira;2101251;Maranhao
2014;0,7356053619523963;Bacabeira;2101251;Maranhao
2015;0,21917372648806113;Bacabeira;2101251;Maranhao
2016;0,26395347763978977;Bacabeira;2101251;Maranhao
2017;0,5191237347279112;Bacabeira;2101251;Maranhao
2018;0,1949611356446424;Bacabeira;2101251;Maranhao
2019;0,0725644011969556;Bacabeira;2101251;Maranhao
2020;0,5294854104712691;Bacabeira;2101251;Maranhao
2021;0,0707543107366518;Bacabeira;2101251;Maranhao
2022;0,20250730572535255;Bacabeira;2101251;Maranhao
2023;0;Bacabeira;2101251;Maranhao
2024;0,08409520459985312;Bacabeira;2101251;Maranhao
2007;516,0697999731982;Bacuri;2101301;Maranhao
2008;0,9583219980878619;Bacuri;2101301;Maranhao
2009;0,3086268839651365;Bacuri;2101301;Maranhao
2010;0;Bacuri;2101301;Maranhao
2011;0;Bacuri;2101301;Maranhao
2012;0;Bacuri;2101301;Maranhao
2013;0;Bacuri;2101301;Maranhao
2014;0;Bacuri;2101301;Maranhao
2015;0;Bacuri;2101301;Maranhao
2016;0;Bacuri;2101301;Maranhao
2017;0;Bacuri;2101301;Maranhao
2018;0;Bacuri;2101301;Maranhao
2019;0;Bacuri;2101301;Maranhao
2020;0;Bacuri;2101301;Maranhao
2021;0;Bacuri;2101301;Maranhao
2022;0;Bacuri;2101301;Maranhao
2023;0;Bacuri;2101301;Maranhao
2024;0;Bacuri;2101301;Maranhao
2007;15,901071140389558;Bacurituba;2101350;Maranhao
2008;0;Bacurituba;2101350;Maranhao
2009;0;Bacurituba;2101350;Maranhao
2010;0;Bacurituba;2101350;Maranhao
2011;0;Bacurituba;2101350;Maranhao
2012;0;Bacurituba;2101350;Maranhao
2013;0;Bacurituba;2101350;Maranhao
2014;0;Bacurituba;2101350;Maranhao
2015;0;Bacurituba;2101350;Maranhao
2016;0;Bacurituba;2101350;Maranhao
2017;0;Bacurituba;2101350;Maranhao
2018;0;Bacurituba;2101350;Maranhao
2019;0;Bacurituba;2101350;Maranhao
2020;0;Bacurituba;2101350;Maranhao
2021;0;Bacurituba;2101350;Maranhao
2022;0;Bacurituba;2101350;Maranhao
2023;0;Bacurituba;2101350;Maranhao
2024;0;Bacurituba;2101350;Maranhao
2007;0;Balsas;2101400;Maranhao
2008;0;Balsas;2101400;Maranhao
2009;0;Balsas;2101400;Maranhao
2010;0;Balsas;2101400;Maranhao
2011;0;Balsas;2101400;Maranhao
2012;0;Balsas;2101400;Maranhao
2013;0;Balsas;2101400;Maranhao
2014;0;Balsas;2101400;Maranhao
2015;0;Balsas;2101400;Maranhao
2016;0;Balsas;2101400;Maranhao
2017;0;Balsas;2101400;Maranhao
2018;0;Balsas;2101400;Maranhao
2019;0;Balsas;2101400;Maranhao
2020;0;Balsas;2101400;Maranhao
2021;0;Balsas;2101400;Maranhao
2022;0;Balsas;2101400;Maranhao
2023;0;Balsas;2101400;Maranhao
2024;0;Balsas;2101400;Maranhao
2007;2466,3677452475654;Barra do Corda;2101608;Maranhao
2008;43,075871009294524;Barra do Corda;2101608;Maranhao
2009;34,31794336779008;Barra do Corda;2101608;Maranhao
2010;78,61467479189194;Barra do Corda;2101608;Maranhao
2011;17,243358467481784;Barra do Corda;2101608;Maranhao
2012;29,89884624472348;Barra do Corda;2101608;Maranhao
2013;13,39310354069327;Barra do Corda;2101608;Maranhao
2014;23,657864590493826;Barra do Corda;2101608;Maranhao
2015;9,505242760891099;Barra do Corda;2101608;Maranhao
2016;17,591034486047036;Barra do Corda;2101608;Maranhao
2017;9,848004843985377;Barra do Corda;2101608;Maranhao
2018;9,212978891449064;Barra do Corda;2101608;Maranhao
2019;9,115700614526379;Barra do Corda;2101608;Maranhao
2020;7,267583789977555;Barra do Corda;2101608;Maranhao
2021;14,743623977671952;Barra do Corda;2101608;Maranhao
2022;20,98523210298257;Barra do Corda;2101608;Maranhao
2023;26,491389185379603;Barra do Corda;2101608;Maranhao
2024;19,27005927179785;Barra do Corda;2101608;Maranhao
2007;122,07735379412486;Bela Vista do Maranhao;2101772;Maranhao
2008;0;Bela Vista do Maranhao;2101772;Maranhao
2009;0;Bela Vista do Maranhao;2101772;Maranhao
2010;0;Bela Vista do Maranhao;2101772;Maranhao
2011;0;Bela Vista do Maranhao;2101772;Maranhao
2012;0;Bela Vista do Maranhao;2101772;Maranhao
2013;0;Bela Vista do Maranhao;2101772;Maranhao
2014;0;Bela Vista do Maranhao;2101772;Maranhao
2015;0;Bela Vista do Maranhao;2101772;Maranhao
2016;0;Bela Vista do Maranhao;2101772;Maranhao
2017;0;Bela Vista do Maranhao;2101772;Maranhao
2018;0;Bela Vista do Maranhao;2101772;Maranhao
2019;0;Bela Vista do Maranhao;2101772;Maranhao
2020;0;Bela Vista do Maranhao;2101772;Maranhao
2021;0;Bela Vista do Maranhao;2101772;Maranhao
2022;0;Bela Vista do Maranhao;2101772;Maranhao
2023;0;Bela Vista do Maranhao;2101772;Maranhao
2024;0;Bela Vista do Maranhao;2101772;Maranhao
2007;0;Benedito Leite;2101806;Maranhao
2008;0;Benedito Leite;2101806;Maranhao
2009;0;Benedito Leite;2101806;Maranhao
2010;0;Benedito Leite;2101806;Maranhao
2011;0;Benedito Leite;2101806;Maranhao
2012;0;Benedito Leite;2101806;Maranhao
2013;0;Benedito Leite;2101806;Maranhao
2014;0;Benedito Leite;2101806;Maranhao
2015;0;Benedito Leite;2101806;Maranhao
2016;0;Benedito Leite;2101806;Maranhao
2017;0;Benedito Leite;2101806;Maranhao
2018;0;Benedito Leite;2101806;Maranhao
2019;0;Benedito Leite;2101806;Maranhao
2020;0;Benedito Leite;2101806;Maranhao
2021;0;Benedito Leite;2101806;Maranhao
2022;0;Benedito Leite;2101806;Maranhao
2023;0;Benedito Leite;2101806;Maranhao
2024;0;Benedito Leite;2101806;Maranhao
2007;462,6554486958108;Bequimao;2101905;Maranhao
2008;0,2811679955658748;Bequimao;2101905;Maranhao
2009;0,17927455995925262;Bequimao;2101905;Maranhao
2010;0,022496235269535186;Bequimao;2101905;Maranhao
2011;0;Bequimao;2101905;Maranhao
2012;0;Bequimao;2101905;Maranhao
2013;0;Bequimao;2101905;Maranhao
2014;0;Bequimao;2101905;Maranhao
2015;0;Bequimao;2101905;Maranhao
2016;0;Bequimao;2101905;Maranhao
2017;0;Bequimao;2101905;Maranhao
2018;0;Bequimao;2101905;Maranhao
2019;0;Bequimao;2101905;Maranhao
2020;0;Bequimao;2101905;Maranhao
2021;0,08036264168063915;Bequimao;2101905;Maranhao
2022;0;Bequimao;2101905;Maranhao
2023;0;Bequimao;2101905;Maranhao
2024;0;Bequimao;2101905;Maranhao
2007;241,4031951824013;Bernardo do Mearim;2101939;Maranhao
2008;0,7670477927481665;Bernardo do Mearim;2101939;Maranhao
2009;1,448449962651325;Bernardo do Mearim;2101939;Maranhao
2010;0,033735131264763504;Bernardo do Mearim;2101939;Maranhao
2011;0,20695800647143833;Bernardo do Mearim;2101939;Maranhao
2012;0,6605066489536728;Bernardo do Mearim;2101939;Maranhao
2013;0;Bernardo do Mearim;2101939;Maranhao
2014;0;Bernardo do Mearim;2101939;Maranhao
2015;0;Bernardo do Mearim;2101939;Maranhao
2016;0,12178629223330353;Bernardo do Mearim;2101939;Maranhao
2017;0,37577168642437825;Bernardo do Mearim;2101939;Maranhao
2018;0;Bernardo do Mearim;2101939;Maranhao
2019;0;Bernardo do Mearim;2101939;Maranhao
2020;0;Bernardo do Mearim;2101939;Maranhao
2021;0;Bernardo do Mearim;2101939;Maranhao
2022;0,4943512655199608;Bernardo do Mearim;2101939;Maranhao
2023;0,07504098720076051;Bernardo do Mearim;2101939;Maranhao
2024;0;Bernardo do Mearim;2101939;Maranhao
2007;322,9613333195994;Boa Vista do Gurupi;2101970;Maranhao
2008;0,44107615566446684;Boa Vista do Gurupi;2101970;Maranhao
2009;5,138513446233165;Boa Vista do Gurupi;2101970;Maranhao
2010;5,746068282484872;Boa Vista do Gurupi;2101970;Maranhao
2011;1,2130407283977853;Boa Vista do Gurupi;2101970;Maranhao
2012;0,2687694951967924;Boa Vista do Gurupi;2101970;Maranhao
2013;0;Boa Vista do Gurupi;2101970;Maranhao
2014;0,45697545192412187;Boa Vista do Gurupi;2101970;Maranhao
2015;1,51140372487715;Boa Vista do Gurupi;2101970;Maranhao
2016;0,6170260672825193;Boa Vista do Gurupi;2101970;Maranhao
2017;3,0743138095470814;Boa Vista do Gurupi;2101970;Maranhao
2018;0,1997405455406124;Boa Vista do Gurupi;2101970;Maranhao
2019;2,708589683780037;Boa Vista do Gurupi;2101970;Maranhao
2020;1,6465985294086607;Boa Vista do Gurupi;2101970;Maranhao
2021;0,5046593727730061;Boa Vista do Gurupi;2101970;Maranhao
2022;0;Boa Vista do Gurupi;2101970;Maranhao
2023;0,8655292513406828;Boa Vista do Gurupi;2101970;Maranhao
2024;0,18392174499847574;Boa Vista do Gurupi;2101970;Maranhao
2007;3341,4404782727675;Bom Jardim;2102002;Maranhao
2008;96,18371585102834;Bom Jardim;2102002;Maranhao
2009;24,723302475607255;Bom Jardim;2102002;Maranhao
2010;19,472190451248522;Bom Jardim;2102002;Maranhao
2011;8,705134779240643;Bom Jardim;2102002;Maranhao
2012;21,28628360530601;Bom Jardim;2102002;Maranhao
2013;14,254207253969648;Bom Jardim;2102002;Maranhao
2014;3,7278551266764635;Bom Jardim;2102002;Maranhao
2015;30,870203605579352;Bom Jardim;2102002;Maranhao
2016;31,36684961857135;Bom Jardim;2102002;Maranhao
2017;14,826640860856443;Bom Jardim;2102002;Maranhao
2018;10,609802552950173;Bom Jardim;2102002;Maranhao
2019;19,19928433125776;Bom Jardim;2102002;Maranhao
2020;20,651004431620567;Bom Jardim;2102002;Maranhao
2021;21,763600290055063;Bom Jardim;2102002;Maranhao
2022;23,298488521670837;Bom Jardim;2102002;Maranhao
2023;19,001034612849292;Bom Jardim;2102002;Maranhao
2024;38,82017103088129;Bom Jardim;2102002;Maranhao
2007;2042,3593966276073;Bom Jesus das Selvas;2102036;Maranhao
2008;52,90635733841394;Bom Jesus das Selvas;2102036;Maranhao
2009;21,189579212539044;Bom Jesus das Selvas;2102036;Maranhao
2010;20,84831221177637;Bom Jesus das Selvas;2102036;Maranhao
2011;4,055437307913024;Bom Jesus das Selvas;2102036;Maranhao
2012;3,910738141384119;Bom Jesus das Selvas;2102036;Maranhao
2013;20,08642917483663;Bom Jesus das Selvas;2102036;Maranhao
2014;7,84582750894234;Bom Jesus das Selvas;2102036;Maranhao
2015;13,571209582142902;Bom Jesus das Selvas;2102036;Maranhao
2016;11,915028503515234;Bom Jesus das Selvas;2102036;Maranhao
2017;15,973942193740246;Bom Jesus das Selvas;2102036;Maranhao
2018;10,89034157213286;Bom Jesus das Selvas;2102036;Maranhao
2019;19,82073533146966;Bom Jesus das Selvas;2102036;Maranhao
2020;12,176612637004691;Bom Jesus das Selvas;2102036;Maranhao
2021;20,37485090404544;Bom Jesus das Selvas;2102036;Maranhao
2022;7,569751267349756;Bom Jesus das Selvas;2102036;Maranhao
2023;4,574535125881138;Bom Jesus das Selvas;2102036;Maranhao
2024;10,60792973752073;Bom Jesus das Selvas;2102036;Maranhao
2007;443,84267875592917;Bom Lugar;2102077;Maranhao
2008;0;Bom Lugar;2102077;Maranhao
2009;0;Bom Lugar;2102077;Maranhao
2010;0;Bom Lugar;2102077;Maranhao
2011;0;Bom Lugar;2102077;Maranhao
2012;0;Bom Lugar;2102077;Maranhao
2013;0;Bom Lugar;2102077;Maranhao
2014;0;Bom Lugar;2102077;Maranhao
2015;0;Bom Lugar;2102077;Maranhao
2016;0;Bom Lugar;2102077;Maranhao
2017;0;Bom Lugar;2102077;Maranhao
2018;0;Bom Lugar;2102077;Maranhao
2019;0;Bom Lugar;2102077;Maranhao
2020;0;Bom Lugar;2102077;Maranhao
2021;0;Bom Lugar;2102077;Maranhao
2022;0;Bom Lugar;2102077;Maranhao
2023;0;Bom Lugar;2102077;Maranhao
2024;0;Bom Lugar;2102077;Maranhao
2007;945,4738662218958;Brejo de Areia;2102150;Maranhao
2008;2,1168191345620944;Brejo de Areia;2102150;Maranhao
2009;0,395690807683767;Brejo de Areia;2102150;Maranhao
2010;0,20945518609320152;Brejo de Areia;2102150;Maranhao
2011;0,7181767202152026;Brejo de Areia;2102150;Maranhao
2012;0,2180829171885676;Brejo de Areia;2102150;Maranhao
2013;0;Brejo de Areia;2102150;Maranhao
2014;0,5648121243438262;Brejo de Areia;2102150;Maranhao
2015;0,20230063186539748;Brejo de Areia;2102150;Maranhao
2016;0,5546563835995925;Brejo de Areia;2102150;Maranhao
2017;0,48165715572712087;Brejo de Areia;2102150;Maranhao
2018;0;Brejo de Areia;2102150;Maranhao
2019;0,7233824635207604;Brejo de Areia;2102150;Maranhao
2020;1,3569616230570274;Brejo de Areia;2102150;Maranhao
2021;0,6847656351084478;Brejo de Areia;2102150;Maranhao
2022;0,4066091130403599;Brejo de Areia;2102150;Maranhao
2023;1,224123271487204;Brejo de Areia;2102150;Maranhao
2024;0,290565798765447;Brejo de Areia;2102150;Maranhao
2007;38,099446099190295;Buriti Bravo;2102309;Maranhao
2008;6,86857730966154;Buriti Bravo;2102309;Maranhao
2009;0,6596367764385127;Buriti Bravo;2102309;Maranhao
2010;1,5228828459232857;Buriti Bravo;2102309;Maranhao
2011;1,5982932181222447;Buriti Bravo;2102309;Maranhao
2012;0,829007528365348;Buriti Bravo;2102309;Maranhao
2013;1,9018797923876218;Buriti Bravo;2102309;Maranhao
2014;2,46811068727795;Buriti Bravo;2102309;Maranhao
2015;3,3677707515265363;Buriti Bravo;2102309;Maranhao
2016;0,7652173020472172;Buriti Bravo;2102309;Maranhao
2017;2,3561729408732757;Buriti Bravo;2102309;Maranhao
2018;0,3919144948511921;Buriti Bravo;2102309;Maranhao
2019;0,4921702962533351;Buriti Bravo;2102309;Maranhao
2020;0,08683791250842138;Buriti Bravo;2102309;Maranhao
2021;1,6165668170443168;Buriti Bravo;2102309;Maranhao
2022;0,7927361323162279;Buriti Bravo;2102309;Maranhao
2023;0,380447861029889;Buriti Bravo;2102309;Maranhao
2024;0;Buriti Bravo;2102309;Maranhao
2007;1844,78855097212;Buriticupu;2102325;Maranhao
2008;57,04995219514912;Buriticupu;2102325;Maranhao
2009;24,316653233286583;Buriticupu;2102325;Maranhao
2010;13,37052412728257;Buriticupu;2102325;Maranhao
2011;3,24793021001037;Buriticupu;2102325;Maranhao
2012;5,377097102541591;Buriticupu;2102325;Maranhao
2013;9,748540491158689;Buriticupu;2102325;Maranhao
2014;8,382009124128771;Buriticupu;2102325;Maranhao
2015;6,525959258667073;Buriticupu;2102325;Maranhao
2016;6,2911125534428844;Buriticupu;2102325;Maranhao
2017;12,424734577726259;Buriticupu;2102325;Maranhao
2018;9,291881479215421;Buriticupu;2102325;Maranhao
2019;13,309032496005138;Buriticupu;2102325;Maranhao
2020;8,177601560013747;Buriticupu;2102325;Maranhao
2021;17,90600178427058;Buriticupu;2102325;Maranhao
2022;8,783325560371988;Buriticupu;2102325;Maranhao
2023;11,190249710117383;Buriticupu;2102325;Maranhao
2024;12,146314584121983;Buriticupu;2102325;Maranhao
2007;639,842221007902;Buritirana;2102358;Maranhao
2008;23,529282778978455;Buritirana;2102358;Maranhao
2009;9,499147665714638;Buritirana;2102358;Maranhao
2010;4,608889332885264;Buritirana;2102358;Maranhao
2011;5,609579388565135;Buritirana;2102358;Maranhao
2012;1,7945525249936511;Buritirana;2102358;Maranhao
2013;0,7509548618682429;Buritirana;2102358;Maranhao
2014;3,936508025373641;Buritirana;2102358;Maranhao
2015;2,8193125224911517;Buritirana;2102358;Maranhao
2016;2,74702181573623;Buritirana;2102358;Maranhao
2017;2,106174779664985;Buritirana;2102358;Maranhao
2018;1,95572271304851;Buritirana;2102358;Maranhao
2019;3,3850002533491392;Buritirana;2102358;Maranhao
2020;1,6617758641935092;Buritirana;2102358;Maranhao
2021;3,000087332081456;Buritirana;2102358;Maranhao
2022;3,5996865185992157;Buritirana;2102358;Maranhao
2023;1,958137089161729;Buritirana;2102358;Maranhao
2024;0;Buritirana;2102358;Maranhao
2007;14,337031126013223;Cachoeira Grande;2102374;Maranhao
2008;3,815226407692093;Cachoeira Grande;2102374;Maranhao
2009;0;Cachoeira Grande;2102374;Maranhao
2010;0,6825148660901238;Cachoeira Grande;2102374;Maranhao
2011;0,4493917672772201;Cachoeira Grande;2102374;Maranhao
2012;0,13697379396441753;Cachoeira Grande;2102374;Maranhao
2013;1,0282351626575357;Cachoeira Grande;2102374;Maranhao
2014;0;Cachoeira Grande;2102374;Maranhao
2015;0;Cachoeira Grande;2102374;Maranhao
2016;0;Cachoeira Grande;2102374;Maranhao
2017;0;Cachoeira Grande;2102374;Maranhao
2018;0;Cachoeira Grande;2102374;Maranhao
2019;0,0701228194038789;Cachoeira Grande;2102374;Maranhao
2020;0,003977626556555614;Cachoeira Grande;2102374;Maranhao
2021;0;Cachoeira Grande;2102374;Maranhao
2022;0;Cachoeira Grande;2102374;Maranhao
2023;0,1444032281206094;Cachoeira Grande;2102374;Maranhao
2024;0,10793489248092547;Cachoeira Grande;2102374;Maranhao
2007;83,90087972544669;Cajapio;2102408;Maranhao
2008;0;Cajapio;2102408;Maranhao
2009;0;Cajapio;2102408;Maranhao
2010;0;Cajapio;2102408;Maranhao
2011;0;Cajapio;2102408;Maranhao
2012;0;Cajapio;2102408;Maranhao
2013;0;Cajapio;2102408;Maranhao
2014;0;Cajapio;2102408;Maranhao
2015;0;Cajapio;2102408;Maranhao
2016;0;Cajapio;2102408;Maranhao
2017;0;Cajapio;2102408;Maranhao
2018;0;Cajapio;2102408;Maranhao
2019;0;Cajapio;2102408;Maranhao
2020;0;Cajapio;2102408;Maranhao
2021;0;Cajapio;2102408;Maranhao
2022;0;Cajapio;2102408;Maranhao
2023;0;Cajapio;2102408;Maranhao
2024;0;Cajapio;2102408;Maranhao
2007;102,99502418508605;Cajari;2102507;Maranhao
2008;4,77140509102598;Cajari;2102507;Maranhao
2009;0,7333028336966861;Cajari;2102507;Maranhao
2010;0,6297971770471233;Cajari;2102507;Maranhao
2011;0,8917143070630319;Cajari;2102507;Maranhao
2012;0,3673228333526444;Cajari;2102507;Maranhao
2013;2,218332004698805;Cajari;2102507;Maranhao
2014;0,16093142185224865;Cajari;2102507;Maranhao
2015;0,18699350307903007;Cajari;2102507;Maranhao
2016;1,2482265285603469;Cajari;2102507;Maranhao
2017;1,6594354668094158;Cajari;2102507;Maranhao
2018;0,1633015134472442;Cajari;2102507;Maranhao
2019;0,28217095328442215;Cajari;2102507;Maranhao
2020;2,7929551982057275;Cajari;2102507;Maranhao
2021;0,7777591230434558;Cajari;2102507;Maranhao
2022;0,1589463807395506;Cajari;2102507;Maranhao
2023;0,20256122609885938;Cajari;2102507;Maranhao
2024;0;Cajari;2102507;Maranhao
2007;401,00927985212286;Campestre do Maranhao;2102556;Maranhao
2008;1,6542311292300853;Campestre do Maranhao;2102556;Maranhao
2009;0,7168113287371758;Campestre do Maranhao;2102556;Maranhao
2010;0,25844275676687745;Campestre do Maranhao;2102556;Maranhao
2011;0,49665101800267725;Campestre do Maranhao;2102556;Maranhao
2012;0,20252725787499237;Campestre do Maranhao;2102556;Maranhao
2013;0,563227779434554;Campestre do Maranhao;2102556;Maranhao
2014;0,5127367355172481;Campestre do Maranhao;2102556;Maranhao
2015;0,9991436803905246;Campestre do Maranhao;2102556;Maranhao
2016;0,282080837964582;Campestre do Maranhao;2102556;Maranhao
2017;0,5836362007964686;Campestre do Maranhao;2102556;Maranhao
2018;0,1322096888889937;Campestre do Maranhao;2102556;Maranhao
2019;0,26365317122347987;Campestre do Maranhao;2102556;Maranhao
2020;0,09465970183463145;Campestre do Maranhao;2102556;Maranhao
2021;0,3316729913066349;Campestre do Maranhao;2102556;Maranhao
2022;0,18222705464086641;Campestre do Maranhao;2102556;Maranhao
2023;0,22276430509411307;Campestre do Maranhao;2102556;Maranhao
2024;0;Campestre do Maranhao;2102556;Maranhao
2007;905,2369321604914;Candido Mendes;2102606;Maranhao
2008;3,589435670208029;Candido Mendes;2102606;Maranhao
2009;4,884547586807831;Candido Mendes;2102606;Maranhao
2010;10,445043499775304;Candido Mendes;2102606;Maranhao
2011;0,8555383611562437;Candido Mendes;2102606;Maranhao
2012;0,3964330810538486;Candido Mendes;2102606;Maranhao
2013;0,5733457121260841;Candido Mendes;2102606;Maranhao
2014;2,0934037124464218;Candido Mendes;2102606;Maranhao
2015;2,7526618884638308;Candido Mendes;2102606;Maranhao
2016;0,28829559255294557;Candido Mendes;2102606;Maranhao
2017;3,660085841688102;Candido Mendes;2102606;Maranhao
2018;0,8780971987880167;Candido Mendes;2102606;Maranhao
2019;1,497498174774522;Candido Mendes;2102606;Maranhao
2020;0,6655501430977592;Candido Mendes;2102606;Maranhao
2021;1,3139815077082766;Candido Mendes;2102606;Maranhao
2022;0,2497245172501044;Candido Mendes;2102606;Maranhao
2023;3,0233669092145066;Candido Mendes;2102606;Maranhao
2024;2,0631243143604;Candido Mendes;2102606;Maranhao
2007;310,6145906198008;Cantanhede;2102705;Maranhao
2008;11,343381422935002;Cantanhede;2102705;Maranhao
